dim,w,c,f_name
3,"[0.4003 ,0.45243,0.97428]","[0.15197,1.07716,1.77088]",CONTINUOUS
3,"[0.53384,0.06472,0.14568]","[0.40691,1.48724,1.10585]",CONTINUOUS
3,"[0.83396,0.00384,0.08937]","[1.52909,1.27601,0.1949 ]",CONTINUOUS
3,"[0.17918,0.82806,0.27632]","[1.18733,0.37437,1.43831]",CONTINUOUS
3,"[0.81663,0.13915,0.70093]","[0.48836,1.7417 ,0.76993]",CONTINUOUS
3,"[0.03718,0.27415,0.89833]","[1.53083,1.05752,0.41165]",CONTINUOUS
3,"[0.86286,0.86472,0.92666]","[1.30261,0.9219 ,0.77549]",CONTINUOUS
3,"[0.99556,0.35504,0.92575]","[0.93568,0.46128,1.60304]",CONTINUOUS
3,"[0.72976,0.58507,0.96535]","[2.21665,0.26253,0.52082]",CONTINUOUS
3,"[0.83489,0.30761,0.62044]","[1.16039,1.44646,0.39315]",CONTINUOUS
3,"[0.8029 ,0.94015,0.47515]","[1.44209,0.14629,1.41162]",CONTINUOUS
3,"[0.55738,0.76624,0.91268]","[0.02933,1.54149,1.42918]",CONTINUOUS
3,"[0.12206,0.18462,0.56752]","[0.28227,0.43863,2.2791 ]",CONTINUOUS
3,"[0.48999,0.85663,0.59435]","[1.48562,0.13296,1.38141]",CONTINUOUS
3,"[0.53476,0.21418,0.67093]","[1.16851,1.79992,0.03157]",CONTINUOUS
3,"[0.474  ,0.82486,0.49166]","[1.10533,0.96993,0.92474]",CONTINUOUS
3,"[0.99584,0.30041,0.92089]","[0.56987,1.85527,0.57486]",CONTINUOUS
3,"[0.59799,0.02143,0.91885]","[0.64063,0.9254 ,1.43397]",CONTINUOUS
3,"[0.35583,0.48651,0.27302]","[0.84269,0.85915,1.29816]",CONTINUOUS
3,"[0.18872,0.15427,0.81641]","[1.14451,1.52733,0.32816]",CONTINUOUS
3,"[0.34102,0.83744,0.7088 ]","[1.14846,0.92789,0.92365]",CONTINUOUS
3,"[0.88951,0.04903,0.55471]","[2.09347,0.10172,0.80482]",CONTINUOUS
3,"[0.81466,0.7071 ,0.30268]","[1.56422,1.27091,0.16487]",CONTINUOUS
3,"[0.03308,0.75622,0.72344]","[0.98801,0.99813,1.01386]",CONTINUOUS
3,"[0.28713,0.21484,0.10624]","[1.38274,0.74909,0.86817]",CONTINUOUS
3,"[0.08445,0.9076 ,0.5326 ]","[0.02721,0.40663,2.56616]",CONTINUOUS
3,"[0.41486,0.13532,0.21838]","[1.91061,0.22341,0.86598]",CONTINUOUS
3,"[0.0942 ,0.49832,0.86666]","[1.2864 ,1.67274,0.04086]",CONTINUOUS
3,"[0.26547,0.71217,0.98412]","[0.75974,1.10956,1.1307 ]",CONTINUOUS
3,"[0.1958 ,0.61589,0.89559]","[0.43703,0.3429 ,2.22007]",CONTINUOUS
3,"[0.34141,0.8042 ,0.42862]","[0.98589,0.78525,1.22886]",CORNER_PEAK
3,"[0.92592,0.30668,0.08583]","[0.29481,0.88975,1.81544]",CORNER_PEAK
3,"[0.08882,0.00104,0.7589 ]","[1.37288,1.07945,0.54766]",CORNER_PEAK
3,"[0.8057 ,0.07386,0.60427]","[1.77032,0.29888,0.9308 ]",CORNER_PEAK
3,"[0.54542,0.40083,0.07118]","[0.0627 ,0.79268,2.14463]",CORNER_PEAK
3,"[0.94882,0.55932,0.14039]","[1.29932,0.41636,1.28431]",CORNER_PEAK
3,"[0.30438,0.92886,0.21924]","[1.42883,0.60985,0.96132]",CORNER_PEAK
3,"[0.7604 ,0.25989,0.41979]","[0.63966,1.41812,0.94223]",CORNER_PEAK
3,"[0.32623,0.70538,0.20543]","[1.1726 ,1.78148,0.04592]",CORNER_PEAK
3,"[0.50759,0.09474,0.85294]","[1.11194,0.72009,1.16797]",CORNER_PEAK
3,"[0.67453,0.84721,0.66111]","[2.29415,0.57232,0.13353]",CORNER_PEAK
3,"[0.11807,0.60836,0.99234]","[1.80062,0.59747,0.6019 ]",CORNER_PEAK
3,"[0.0646 ,0.39278,0.53014]","[1.13532,0.55775,1.30693]",CORNER_PEAK
3,"[0.95867,0.39493,0.13267]","[0.75967,0.62535,1.61497]",CORNER_PEAK
3,"[0.30617,0.66423,0.86538]","[0.81844,1.41729,0.76427]",CORNER_PEAK
3,"[0.57991,0.15841,0.17171]","[1.06735,1.08911,0.84354]",CORNER_PEAK
3,"[0.88289,0.34557,0.7542 ]","[1.02864,1.04559,0.92577]",CORNER_PEAK
3,"[0.74462,0.37169,0.53897]","[1.61498,0.70743,0.6776 ]",CORNER_PEAK
3,"[0.75622,0.60619,0.93091]","[0.10651,2.76041,0.13307]",CORNER_PEAK
3,"[0.59409,0.36584,0.24163]","[1.23039,1.11941,0.65021]",CORNER_PEAK
3,"[0.35852,0.38944,0.99782]","[1.4037 ,1.49264,0.10366]",CORNER_PEAK
3,"[0.82526,0.10238,0.05073]","[0.5029 ,0.34214,2.15496]",CORNER_PEAK
3,"[0.45634,0.55425,0.79649]","[1.00046,0.35227,1.64727]",CORNER_PEAK
3,"[0.97422,0.76268,0.8617 ]","[0.44523,0.12668,2.42809]",CORNER_PEAK
3,"[0.53383,0.09003,0.49532]","[1.24071,1.36992,0.38938]",CORNER_PEAK
3,"[0.33137,0.46403,0.03196]","[1.00309,0.30908,1.68783]",CORNER_PEAK
3,"[0.32786,0.6835 ,0.4175 ]","[1.44718,0.38697,1.16585]",CORNER_PEAK
3,"[0.04656,0.14483,0.67018]","[1.08203,0.85314,1.06483]",CORNER_PEAK
3,"[0.49371,0.35562,0.24756]","[0.45957,1.58654,0.95389]",CORNER_PEAK
3,"[0.85706,0.8601 ,0.19565]","[0.86496,1.07129,1.06376]",CORNER_PEAK
3,"[0.53849,0.53353,0.56892]","[0.32244,1.98395,0.69361]",CORNER_PEAK
3,"[0.70721,0.51747,0.79071]","[0.74954,0.81675,1.43371]",CORNER_PEAK
3,"[0.57704,0.65607,0.59026]","[1.03328,0.96842,0.9983 ]",CORNER_PEAK
3,"[0.5261 ,0.19534,0.64942]","[0.14031,1.34719,1.5125 ]",CORNER_PEAK
3,"[0.55828,0.55934,0.87542]","[0.9126 ,1.23605,0.85136]",CORNER_PEAK
3,"[0.03867,0.90752,0.93873]","[1.05898,0.95195,0.98906]",CORNER_PEAK
3,"[0.42727,0.96421,0.77358]","[0.64238,0.695  ,1.66262]",CORNER_PEAK
3,"[0.03095,0.53386,0.90733]","[0.9911 ,0.59981,1.40909]",CORNER_PEAK
3,"[0.90927,0.08218,0.23157]","[0.67607,1.37273,0.9512 ]",CORNER_PEAK
3,"[0.36016,0.63782,0.18689]","[0.0812 ,1.81692,1.10188]",CORNER_PEAK
3,"[0.61003,0.33704,0.36659]","[0.63934,1.02444,1.33622]",CORNER_PEAK
3,"[0.75614,0.05034,0.28337]","[1.50187,0.84534,0.65279]",CORNER_PEAK
3,"[0.81477,0.58894,0.66032]","[1.27723,0.84463,0.87813]",CORNER_PEAK
3,"[0.8424 ,0.825  ,0.23045]","[1.79181,0.80563,0.40257]",CORNER_PEAK
3,"[0.04707,0.95391,0.44949]","[1.40323,0.19547,1.40131]",CORNER_PEAK
3,"[0.42258,0.69826,0.77456]","[0.93809,0.81819,1.24373]",CORNER_PEAK
3,"[0.99054,0.30929,0.78437]","[0.5048 ,1.01867,1.47653]",CORNER_PEAK
3,"[0.84388,0.95056,0.96914]","[1.15848,0.95901,0.88251]",CORNER_PEAK
3,"[0.62684,0.96285,0.08611]","[0.80928,1.27514,0.91558]",CORNER_PEAK
3,"[0.81542,0.26657,0.77752]","[1.15511,0.06571,1.77918]",CORNER_PEAK
3,"[0.6556 ,0.15068,0.41739]","[1.61813,0.49033,0.89154]",DISCONTINUOUS
3,"[0.95401,0.14233,0.87038]","[0.08602,0.57833,2.33565]",DISCONTINUOUS
3,"[0.64187,0.20684,0.16636]","[1.26626,0.4587 ,1.27504]",DISCONTINUOUS
3,"[0.67684,0.07177,0.5261 ]","[0.5851 ,0.45058,1.96432]",DISCONTINUOUS
3,"[0.13751,0.12149,0.24178]","[0.82784,1.27552,0.89664]",DISCONTINUOUS
3,"[0.06457,0.15647,0.3261 ]","[1.31957,0.1079 ,1.57252]",DISCONTINUOUS
3,"[0.78007,0.64823,0.66312]","[0.90279,0.7392 ,1.35801]",DISCONTINUOUS
3,"[0.3682 ,0.71098,0.5264 ]","[0.89273,1.09547,1.0118 ]",DISCONTINUOUS
3,"[0.08956,0.29463,0.49104]","[0.51239,1.14496,1.34265]",DISCONTINUOUS
3,"[0.79912,0.27885,0.42486]","[1.08526,0.65841,1.25634]",DISCONTINUOUS
3,"[0.96429,0.42325,0.08353]","[0.34933,1.11185,1.53882]",DISCONTINUOUS
3,"[0.14591,0.81451,0.9495 ]","[0.8497 ,1.66572,0.48459]",DISCONTINUOUS
3,"[0.5662 ,0.7537 ,0.95215]","[0.26609,1.29082,1.44309]",DISCONTINUOUS
3,"[0.38937,0.86602,0.81157]","[0.99273,1.05521,0.95205]",DISCONTINUOUS
3,"[0.39693,0.04358,0.41327]","[1.3633 ,0.26106,1.37564]",DISCONTINUOUS
3,"[0.86715,0.45597,0.69101]","[1.25144,0.62724,1.12132]",DISCONTINUOUS
3,"[0.32846,0.1581 ,0.66403]","[0.6529 ,1.52005,0.82706]",DISCONTINUOUS
3,"[0.19747,0.6452 ,0.06497]","[1.98509,0.43604,0.57887]",DISCONTINUOUS
3,"[0.09467,0.42013,0.85985]","[1.02311,0.15175,1.82514]",DISCONTINUOUS
3,"[0.50687,0.3644 ,0.2772 ]","[0.31701,1.20745,1.47555]",DISCONTINUOUS
3,"[0.62044,0.55811,0.29909]","[0.89488,1.21856,0.88656]",DISCONTINUOUS
3,"[0.24996,0.66066,0.68237]","[1.449 ,0.4486,1.1024]",DISCONTINUOUS
3,"[0.17679,0.28347,0.11213]","[0.97922,0.7624 ,1.25838]",DISCONTINUOUS
3,"[0.01567,0.9371 ,0.98552]","[1.19217,1.17948,0.62835]",DISCONTINUOUS
3,"[0.30465,0.03632,0.7649 ]","[0.20914,0.87055,1.9203 ]",DISCONTINUOUS
3,"[0.79653,0.1118 ,0.39175]","[1.05309,1.70918,0.23773]",DISCONTINUOUS
3,"[0.57348,0.49039,0.35184]","[1.28635,0.81236,0.90128]",DISCONTINUOUS
3,"[0.94403,0.6742 ,0.88453]","[1.33074,1.0746 ,0.59465]",DISCONTINUOUS
3,"[0.76163,0.90729,0.56947]","[1.24704,0.81339,0.93957]",DISCONTINUOUS
3,"[0.64528,0.63483,0.11366]","[1.23115,0.72535,1.0435 ]",DISCONTINUOUS
3,"[0.90528,0.53099,0.93964]","[1.08058,0.83789,1.08154]",DISCONTINUOUS
3,"[0.3421 ,0.66331,0.42242]","[1.02664,1.11477,0.85859]",DISCONTINUOUS
3,"[0.25046,0.85975,0.59746]","[1.14391,0.22804,1.62805]",DISCONTINUOUS
3,"[0.33175,0.37991,0.61416]","[1.145  ,0.7772 ,1.07781]",DISCONTINUOUS
3,"[0.67218,0.61809,0.5627 ]","[1.30911,0.38526,1.30563]",DISCONTINUOUS
3,"[0.3667 ,0.69675,0.31641]","[0.10054,1.4774 ,1.42206]",DISCONTINUOUS
3,"[0.11327,0.93811,0.2273 ]","[1.0125 ,0.41069,1.57681]",DISCONTINUOUS
3,"[0.2592 ,0.91777,0.67715]","[1.11532,0.78852,1.09616]",DISCONTINUOUS
3,"[0.31265,0.15283,0.41512]","[0.85894,2.13176,0.00931]",DISCONTINUOUS
3,"[0.85926,0.45255,0.671  ]","[1.06188,1.26865,0.66946]",DISCONTINUOUS
3,"[0.83394,0.4497 ,0.33534]","[0.67704,0.52646,1.7965 ]",DISCONTINUOUS
3,"[0.00528,0.07119,0.35456]","[0.46557,2.20214,0.33229]",DISCONTINUOUS
3,"[0.09836,0.63557,0.14068]","[1.83852,0.37141,0.79007]",DISCONTINUOUS
3,"[0.33954,0.50376,0.70538]","[0.47501,1.16563,1.35936]",DISCONTINUOUS
3,"[0.65077,0.72405,0.98501]","[0.87572,1.06172,1.06256]",DISCONTINUOUS
3,"[0.65659,0.71207,0.14639]","[1.39214,1.38704,0.22082]",DISCONTINUOUS
3,"[0.84655,0.38775,0.7063 ]","[1.642  ,1.10105,0.25695]",DISCONTINUOUS
3,"[0.09658,0.83706,0.40133]","[0.83144,1.55308,0.61548]",DISCONTINUOUS
3,"[0.19518,0.26132,0.62255]","[1.16023,0.60057,1.23921]",DISCONTINUOUS
3,"[0.5386 ,0.05626,0.09303]","[1.48242,1.08941,0.42817]",DISCONTINUOUS
3,"[0.5084 ,0.22991,0.94486]","[1.25383,0.77592,0.97025]",GAUSSIAN
3,"[0.24231,0.13228,0.61176]","[0.8464 ,1.12236,1.03123]",GAUSSIAN
3,"[0.07228,0.55793,0.28285]","[1.32922,0.31448,1.35631]",GAUSSIAN
3,"[0.65119,0.38472,0.9762 ]","[0.6561 ,1.43683,0.90706]",GAUSSIAN
3,"[0.81838,0.35319,0.60603]","[1.06171,0.89229,1.046  ]",GAUSSIAN
3,"[0.64698,0.41347,0.57512]","[0.36916,1.94285,0.68799]",GAUSSIAN
3,"[0.60907,0.12401,0.80369]","[1.13876,1.52097,0.34027]",GAUSSIAN
3,"[0.7995 ,0.42533,0.95768]","[0.75535,1.56754,0.67711]",GAUSSIAN
3,"[0.78318,0.22309,0.60593]","[0.78139,1.26849,0.95012]",GAUSSIAN
3,"[0.70937,0.01262,0.47942]","[0.66898,0.15392,2.1771 ]",GAUSSIAN
3,"[0.58328,0.66017,0.53585]","[0.43995,1.28231,1.27774]",GAUSSIAN
3,"[0.42383,0.37901,0.19875]","[1.6409 ,0.49329,0.86581]",GAUSSIAN
3,"[0.44634,0.38872,0.3245 ]","[0.04657,1.11886,1.83457]",GAUSSIAN
3,"[0.52688,0.0759 ,0.44782]","[0.90281,1.03922,1.05796]",GAUSSIAN
3,"[0.34831,0.59541,0.5324 ]","[1.17507,1.14792,0.677  ]",GAUSSIAN
3,"[0.46195,0.37055,0.81261]","[0.31172,1.49326,1.19502]",GAUSSIAN
3,"[0.48669,0.27687,0.87993]","[1.14009,0.89339,0.96652]",GAUSSIAN
3,"[0.37455,0.55331,0.29496]","[1.32711,1.28882,0.38407]",GAUSSIAN
3,"[0.26318,0.32085,0.75608]","[1.36014,1.48207,0.15779]",GAUSSIAN
3,"[0.16677,0.16193,0.53883]","[0.73545,0.98833,1.27622]",GAUSSIAN
3,"[0.24557,0.41285,0.4365 ]","[0.21889,1.23909,1.54202]",GAUSSIAN
3,"[0.0487 ,0.54974,0.23713]","[0.00954,1.65616,1.3343 ]",GAUSSIAN
3,"[0.85285,0.8537 ,0.15017]","[0.64461,2.04944,0.30595]",GAUSSIAN
3,"[0.07604,0.31292,0.37494]","[1.2408 ,0.86101,0.89819]",GAUSSIAN
3,"[0.90029,0.96886,0.18102]","[0.29395,0.4981 ,2.20795]",GAUSSIAN
3,"[0.13433,0.00405,0.16054]","[0.48511,1.34085,1.17403]",GAUSSIAN
3,"[0.12629,0.52286,0.68175]","[0.7404 ,1.59328,0.66632]",GAUSSIAN
3,"[0.87408,0.73796,0.00643]","[0.63196,1.17148,1.19655]",GAUSSIAN
3,"[0.49773,0.17609,0.2263 ]","[0.54062,1.37419,1.08519]",GAUSSIAN
3,"[0.25456,0.35266,0.10029]","[0.31241,2.27235,0.41524]",GAUSSIAN
3,"[0.95526,0.58343,0.42734]","[2.30511,0.51445,0.18044]",GAUSSIAN
3,"[0.19888,0.83252,0.4864 ]","[0.9494 ,1.08904,0.96156]",GAUSSIAN
3,"[0.61405,0.58993,0.26899]","[0.04158,2.69664,0.26178]",GAUSSIAN
3,"[0.75938,0.9886 ,0.86146]","[1.04177,0.30475,1.65348]",GAUSSIAN
3,"[0.17564,0.79941,0.56313]","[0.70623,1.07233,1.22145]",GAUSSIAN
3,"[0.46293,0.11727,0.05772]","[1.02444,1.03428,0.94128]",GAUSSIAN
3,"[0.82506,0.15353,0.02464]","[0.44481,1.68557,0.86961]",GAUSSIAN
3,"[0.76712,0.66005,0.45247]","[1.10464,0.22537,1.66999]",GAUSSIAN
3,"[0.36013,0.39726,0.71458]","[1.09573,1.52949,0.37478]",GAUSSIAN
3,"[0.31348,0.6468 ,0.51303]","[0.46326,1.25511,1.28163]",GAUSSIAN
3,"[0.63751,0.93423,0.54064]","[1.03807,1.08728,0.87465]",GAUSSIAN
3,"[0.86482,0.22695,0.71291]","[1.04053,0.69045,1.26902]",GAUSSIAN
3,"[0.41665,0.28505,0.70398]","[0.10598,1.7867 ,1.10731]",GAUSSIAN
3,"[0.52392,0.13592,0.50457]","[0.00097,2.11359,0.88544]",GAUSSIAN
3,"[0.36614,0.2455 ,0.48947]","[1.024  ,0.98027,0.99573]",GAUSSIAN
3,"[0.55089,0.97537,0.47942]","[1.57026,1.31827,0.11147]",GAUSSIAN
3,"[0.74362,0.74141,0.44027]","[0.16349,1.36102,1.47549]",GAUSSIAN
3,"[0.09441,0.99388,0.15631]","[0.73855,0.99455,1.2669 ]",GAUSSIAN
3,"[0.96053,0.71097,0.50571]","[1.08794,1.7587 ,0.15335]",GAUSSIAN
3,"[0.06733,0.93963,0.467  ]","[1.44085,0.51598,1.04317]",GAUSSIAN
3,"[0.27562,0.9719 ,0.07418]","[0.9875 ,0.66264,1.34987]",MOROKOFF_CALFISCH_1
3,"[0.43268,0.62459,0.35117]","[0.66614,1.41676,0.9171 ]",MOROKOFF_CALFISCH_1
3,"[0.57439,0.06717,0.06756]","[1.73575,0.4707 ,0.79356]",MOROKOFF_CALFISCH_1
3,"[0.44047,0.3307 ,0.03539]","[1.58701,0.4389 ,0.97409]",MOROKOFF_CALFISCH_1
3,"[0.675  ,0.09582,0.26859]","[1.25267,0.54052,1.20681]",MOROKOFF_CALFISCH_1
3,"[0.44596,0.46127,0.04553]","[1.16453,0.59951,1.23595]",MOROKOFF_CALFISCH_1
3,"[0.83628,0.27377,0.62381]","[1.78514,0.15813,1.05673]",MOROKOFF_CALFISCH_1
3,"[0.2125 ,0.81856,0.39176]","[1.12689,0.21596,1.65716]",MOROKOFF_CALFISCH_1
3,"[0.17265,0.1947 ,0.08139]","[1.36661,1.32148,0.31191]",MOROKOFF_CALFISCH_1
3,"[0.05958,0.52218,0.69365]","[2.58067,0.29851,0.12082]",MOROKOFF_CALFISCH_1
3,"[0.7825 ,0.28501,0.80186]","[0.74349,0.1174 ,2.13911]",MOROKOFF_CALFISCH_1
3,"[0.38636,0.58662,0.60132]","[0.26514,1.88802,0.84684]",MOROKOFF_CALFISCH_1
3,"[0.06631,0.59776,0.99769]","[1.35377,0.99441,0.65182]",MOROKOFF_CALFISCH_1
3,"[0.09103,0.69909,0.2958 ]","[1.08003,0.05094,1.86903]",MOROKOFF_CALFISCH_1
3,"[0.85238,0.84539,0.38161]","[1.98516,0.01024,1.0046 ]",MOROKOFF_CALFISCH_1
3,"[0.29898,0.93365,0.0654 ]","[1.35888,1.30119,0.33993]",MOROKOFF_CALFISCH_1
3,"[0.41105,0.03562,0.66054]","[1.51783,1.35116,0.13101]",MOROKOFF_CALFISCH_1
3,"[0.18028,0.64541,0.96969]","[0.6319,1.8601,0.508 ]",MOROKOFF_CALFISCH_1
3,"[0.01801,0.70667,0.03655]","[1.38955,0.73313,0.87732]",MOROKOFF_CALFISCH_1
3,"[0.47467,0.68761,0.92979]","[1.04045,1.70048,0.25907]",MOROKOFF_CALFISCH_1
3,"[0.06471,0.55936,0.45179]","[1.29177,0.64913,1.0591 ]",MOROKOFF_CALFISCH_1
3,"[0.3653 ,0.71367,0.76477]","[1.32745,0.21094,1.46161]",MOROKOFF_CALFISCH_1
3,"[0.42119,0.32929,0.20003]","[0.63997,1.91451,0.44552]",MOROKOFF_CALFISCH_1
3,"[0.27773,0.58151,0.92097]","[0.87505,1.4254 ,0.69955]",MOROKOFF_CALFISCH_1
3,"[0.06198,0.38733,0.02198]","[1.09443,1.71892,0.18666]",MOROKOFF_CALFISCH_1
3,"[0.74172,0.23469,0.2526 ]","[1.38064,1.35276,0.2666 ]",MOROKOFF_CALFISCH_1
3,"[0.55582,0.96913,0.11652]","[0.66588,2.00031,0.3338 ]",MOROKOFF_CALFISCH_1
3,"[0.70335,0.78659,0.13892]","[1.74372,0.1985 ,1.05778]",MOROKOFF_CALFISCH_1
3,"[0.85653,0.72318,0.57589]","[0.14509,0.87712,1.97779]",MOROKOFF_CALFISCH_1
3,"[0.3026 ,0.19038,0.22272]","[1.50303,1.44903,0.04794]",MOROKOFF_CALFISCH_1
3,"[0.69919,0.03021,0.18722]","[0.77179,0.22396,2.00425]",MOROKOFF_CALFISCH_1
3,"[0.16407,0.14051,0.76872]","[1.77151,0.41512,0.81337]",MOROKOFF_CALFISCH_1
3,"[0.09628,0.16617,0.66794]","[1.08021,0.89577,1.02402]",MOROKOFF_CALFISCH_1
3,"[0.09065,0.39172,0.95026]","[1.14075,1.49574,0.36351]",MOROKOFF_CALFISCH_1
3,"[0.59629,0.88433,0.94487]","[1.6617 ,0.44608,0.89222]",MOROKOFF_CALFISCH_1
3,"[0.58515,0.66776,0.16845]","[1.79748,1.14338,0.05914]",MOROKOFF_CALFISCH_1
3,"[0.26928,0.04506,0.96662]","[1.44416,0.52436,1.03147]",MOROKOFF_CALFISCH_1
3,"[0.76983,0.31235,0.02488]","[0.28035,1.22315,1.4965 ]",MOROKOFF_CALFISCH_1
3,"[0.21083,0.58134,0.65339]","[2.4735 ,0.45583,0.07066]",MOROKOFF_CALFISCH_1
