dim,w,c,f_name
8,"[0.3703 ,0.6224 ,0.80684,0.24092,0.18615,0.83222,0.66977,0.76206]","[0.62808,0.82219,1.12682,0.10561,0.52822,0.56058,2.66645,1.56205]",ZHOU
8,"[0.04823,0.16183,0.87114,0.00349,0.86845,0.36788,0.28959,0.0779 ]","[0.39038,0.68402,1.77079,2.00524,0.8858 ,1.66976,0.2176 ,0.37641]",ZHOU
8,"[0.71481,0.61973,0.86924,0.27352,0.66591,0.72959,0.04549,0.93411]","[1.09486,1.97452,0.10812,2.04564,1.30387,0.14688,0.60592,0.7202 ]",ZHOU
8,"[0.03222,0.39937,0.6245 ,0.80739,0.32103,0.46164,0.17186,0.83156]","[1.07976,1.46917,0.32826,0.08706,0.74705,1.27753,1.49171,1.51946]",ZHOU
8,"[0.35147,0.16076,0.74816,0.26302,0.06461,0.6024 ,0.11665,0.27793]","[0.98995,1.60466,1.22534,1.43605,0.3156 ,0.78662,0.11734,1.52444]",ZHOU
8,"[0.85289,0.68465,0.86612,0.79149,0.96032,0.58505,0.57004,0.1032 ]","[1.76985,0.58054,0.10218,0.54875,1.89999,1.2304 ,1.15904,0.70924]",ZHOU
8,"[0.15915,0.55005,0.91792,0.16579,0.27941,0.07937,0.31626,0.05166]","[0.65841,1.99211,1.08242,1.59045,0.48261,0.23946,0.68842,1.26613]",ZHOU
8,"[0.13494,0.02548,0.99806,0.86107,0.33636,0.90008,0.91408,0.69142]","[1.4189 ,0.02302,0.99976,1.85739,1.13624,0.01803,1.60754,0.93912]",ZHOU
8,"[0.62779,0.7336 ,0.30583,0.66964,0.76602,0.46024,0.27666,0.18523]","[0.48004,0.80066,1.61667,0.8066 ,0.36047,0.76514,1.14333,2.02708]",ZHOU
8,"[0.37529,0.74574,0.22579,0.47352,0.45578,0.78965,0.52162,0.54349]","[0.02994,2.58746,1.12145,1.09557,0.93468,0.96146,0.07858,1.19086]",ZHOU
8,"[0.41032,0.85534,0.25304,0.29856,0.92929,0.84295,0.36601,0.91811]","[0.04734,0.71634,0.35262,1.05629,1.3794 ,1.45364,1.64607,1.34831]",ZHOU
8,"[0.34028,0.64789,0.84143,0.08452,0.43903,0.23775,0.82156,0.68506]","[1.68072,1.47084,0.22812,0.31586,0.61298,0.04384,1.34261,2.30502]",ZHOU
8,"[0.44384,0.73831,0.1224 ,0.96868,0.0993 ,0.322  ,0.82355,0.95877]","[1.64351,1.00355,1.48425,0.75571,1.74052,0.06389,0.79556,0.51301]",ZHOU
8,"[0.58198,0.35917,0.71323,0.96187,0.73241,0.29046,0.86098,0.40137]","[1.71086,0.81507,0.57952,1.59762,0.93105,0.16851,0.78453,1.41284]",ZHOU
8,"[0.76666,0.39283,0.62399,0.66715,0.27058,0.77273,0.20522,0.59399]","[0.591  ,1.90754,1.46114,0.98083,0.01144,1.2031 ,1.34426,0.50068]",ZHOU
8,"[0.34861,0.51632,0.89859,0.87754,0.99478,0.47295,0.95319,0.29709]","[1.53567,1.61767,1.07946,0.42591,1.12009,0.44796,0.78683,0.98641]",ZHOU
8,"[0.2672 ,0.9093 ,0.75179,0.96643,0.47444,0.04529,0.86651,0.93226]","[0.33471,0.6646 ,1.05711,1.17864,0.0653 ,2.00879,0.96325,1.72759]",ZHOU
8,"[0.26234,0.83262,0.73374,0.15635,0.18822,0.68471,0.11028,0.68464]","[1.46383,1.51178,0.5508 ,0.59275,1.37871,0.74785,0.85636,0.89793]",ZHOU
8,"[0.95574,0.64693,0.40489,0.59279,0.35512,0.30185,0.13517,0.46803]","[0.78395,0.94525,1.65821,1.64092,0.339  ,1.87057,0.16604,0.59607]",ZHOU
8,"[0.122  ,0.20901,0.23304,0.25121,0.22823,0.95699,0.28497,0.1736 ]","[1.49899,1.4092 ,1.06577,0.20154,1.82211,0.61247,1.15245,0.23746]",ZHOU
8,"[0.40363,0.75107,0.70518,0.39478,0.79959,0.83749,0.83239,0.76052]","[1.46341,0.62054,0.21817,0.86734,1.52747,1.72587,1.35895,0.21823]",ZHOU
8,"[0.05509,0.9982 ,0.818  ,0.4309 ,0.68993,0.60194,0.85392,0.42201]","[1.29327,0.57064,0.67349,2.11253,0.42875,0.7171 ,0.02687,2.17735]",ZHOU
8,"[0.69483,0.82272,0.39736,0.39631,0.7784 ,0.93211,0.36454,0.28257]","[1.78682,0.17   ,1.31297,0.44049,0.29838,1.03287,1.47595,1.48253]",ZHOU
8,"[0.31877,0.96283,0.90759,0.13661,0.18322,0.64272,0.19134,0.66945]","[1.58546,1.04953,0.1944 ,0.40269,1.37927,0.57478,1.47111,1.34276]",ZHOU
8,"[0.40329,0.86913,0.40302,0.20928,0.81986,0.29548,0.27478,0.14973]","[1.00274,1.07512,1.18614,1.33147,0.73411,1.40878,1.18017,0.08147]",ZHOU
8,"[0.99291,0.944  ,0.52933,0.9675 ,0.20901,0.76738,0.96156,0.8175 ]","[1.77689,1.30102,1.80739,1.14734,0.72824,0.01326,0.33469,0.89118]",ZHOU
8,"[0.92215,0.71777,0.78589,0.99479,0.84757,0.55213,0.73163,0.23749]","[0.72968,1.08544,1.44203,1.34864,0.06599,1.6387 ,0.74488,0.94464]",ZHOU
8,"[0.68094,0.77802,0.66587,0.09168,0.90269,0.88009,0.9588 ,0.24737]","[1.32868,1.68286,1.51935,0.50534,0.5666 ,0.46502,1.41289,0.51926]",CONTINUOUS
8,"[0.63271,0.26954,0.20936,0.71274,0.07491,0.37713,0.10976,0.60712]","[0.93956,0.79939,2.1635 ,0.3543 ,0.76418,1.67368,1.06148,0.2439 ]",CONTINUOUS
8,"[0.66018,0.53969,0.85092,0.05933,0.85789,0.75115,0.36256,0.82317]","[1.74446,0.42414,0.25765,0.79806,0.51304,1.10866,1.84461,1.30938]",CONTINUOUS
8,"[0.91317,0.97204,0.94916,0.18506,0.40061,0.69836,0.36295,0.43005]","[0.01907,0.83451,1.42164,1.55705,1.63945,0.93931,0.6561 ,0.93287]",CONTINUOUS
8,"[0.95739,0.3846 ,0.10866,0.8952 ,0.73569,0.54378,0.75894,0.88971]","[2.11481,0.65616,0.65184,1.98079,0.06292,0.10228,1.14411,1.2871 ]",CONTINUOUS
8,"[0.92857,0.2903 ,0.29003,0.7442 ,0.73298,0.99278,0.95106,0.9245 ]","[0.73006,0.17148,2.37071,0.11496,0.77937,2.02049,0.85635,0.95659]",CONTINUOUS
8,"[0.70935,0.97902,0.33056,0.82746,0.62309,0.44691,0.16077,0.82915]","[0.25717,0.56014,0.95922,2.01854,1.83139,0.04633,0.43433,1.89289]",CONTINUOUS
8,"[0.07816,0.93543,0.97379,0.4893 ,0.83731,0.46608,0.7785 ,0.99856]","[1.9514 ,1.87552,0.41588,0.84903,0.93965,0.69229,0.74428,0.53196]",CONTINUOUS
8,"[0.04075,0.53175,0.51507,0.21821,0.07232,0.82053,0.71647,0.04187]","[1.62118,1.21899,1.25645,0.45269,0.16136,1.80744,1.47497,0.00693]",CONTINUOUS
8,"[0.59761,0.17003,0.84314,0.81304,0.78356,0.04563,0.12425,0.2011 ]","[0.93267,0.68085,1.30846,0.53598,1.48203,0.2    ,1.67889,1.18113]",CONTINUOUS
8,"[0.60283,0.15323,0.85566,0.44898,0.40751,0.33378,0.86359,0.05119]","[1.76146,0.79908,0.73273,1.86021,0.44732,0.77798,1.24171,0.37951]",CONTINUOUS
8,"[0.99858,0.32001,0.77372,0.21289,0.47697,0.98644,0.11841,0.99258]","[0.13005,1.91097,2.06386,0.75919,0.52238,0.59469,0.42959,1.58928]",CONTINUOUS
8,"[0.38335,0.1451 ,0.41259,0.94849,0.53497,0.53619,0.23277,0.06636]","[0.73559,1.09543,1.32852,1.05274,0.99368,0.51043,1.39517,0.88844]",CONTINUOUS
8,"[0.02289,0.85323,0.35759,0.04376,0.89984,0.28266,0.92481,0.44616]","[1.308  ,0.98335,0.41961,2.03024,0.86607,1.95369,0.06901,0.37003]",CONTINUOUS
8,"[0.66157,0.50961,0.5545 ,0.96088,0.10018,0.09506,0.14175,0.08992]","[0.3098 ,0.27175,1.86877,1.96107,0.32646,0.16941,1.14287,1.94985]",CONTINUOUS
8,"[0.40017,0.3068 ,0.68555,0.58251,0.75437,0.42963,0.99476,0.78695]","[1.09521,0.4487 ,1.48746,1.65159,1.31052,1.09582,0.59164,0.31907]",CONTINUOUS
8,"[0.38285,0.08441,0.88234,0.52823,0.19381,0.37558,0.30841,0.52508]","[0.63381,1.65829,1.1899 ,0.88453,1.02097,0.05168,1.6753 ,0.88552]",CONTINUOUS
8,"[0.28044,0.72033,0.08395,0.64706,0.14525,0.97967,0.92345,0.00741]","[0.27594,1.53518,0.43281,0.55509,0.05939,1.58627,2.88878,0.66655]",CONTINUOUS
8,"[0.79061,0.8005 ,0.81176,0.51754,0.0247 ,0.47936,0.95806,0.48388]","[0.5301 ,0.92452,1.14447,0.53581,2.30009,0.11249,2.18942,0.26311]",CONTINUOUS
8,"[0.39788,0.66782,0.63345,0.92623,0.67438,0.85852,0.43746,0.07383]","[1.84103,0.04762,1.25642,1.45372,0.3275 ,1.81557,0.49065,0.76748]",CONTINUOUS
8,"[0.74545,0.53994,0.66452,0.94766,0.97552,0.74468,0.2981 ,0.28792]","[0.16015,1.45151,1.72076,1.13325,0.0609 ,1.59856,0.70146,1.1734 ]",CONTINUOUS
8,"[0.72224,0.97329,0.43673,0.8557 ,0.45911,0.00035,0.74862,0.60357]","[1.37577,1.06944,0.32129,1.10089,0.82766,1.01211,1.75253,0.54032]",CONTINUOUS
8,"[0.10726,0.52415,0.25407,0.19741,0.95012,0.84222,0.46307,0.43301]","[0.02653,0.32414,0.20834,1.56928,2.22039,1.91311,0.03108,1.70713]",CONTINUOUS
8,"[0.29203,0.49655,0.2346 ,0.41625,0.03301,0.51738,0.27185,0.6503 ]","[0.64443,2.04737,1.2883 ,0.73997,1.71074,0.23417,0.109  ,1.22602]",CONTINUOUS
8,"[0.37644,0.27462,0.05862,0.51671,0.23985,0.12258,0.9586 ,0.09517]","[1.11321,2.04809,0.28892,1.55298,0.41916,0.61597,1.48057,0.4811 ]",CONTINUOUS
8,"[0.7647 ,0.95661,0.11347,0.16586,0.12142,0.55925,0.74036,0.20019]","[1.35677,0.98571,1.03791,1.16684,1.15031,1.15579,0.75832,0.38836]",CONTINUOUS
8,"[0.18879,0.48105,0.48116,0.83515,0.57184,0.33246,0.08123,0.34141]","[1.77123,0.32767,0.97353,0.24122,0.66179,0.18193,1.94981,1.89282]",CONTINUOUS
8,"[0.97625,0.65918,0.35814,0.96732,0.77206,0.13918,0.07862,0.05036]","[0.76606,0.79218,1.56002,0.22401,0.57833,1.44624,1.23044,1.40272]",CONTINUOUS
8,"[0.9288 ,0.61586,0.09688,0.73598,0.2888 ,0.36366,0.21687,0.99355]","[0.42167,1.24659,1.39486,1.19451,0.03735,0.59752,1.45533,1.65216]",CONTINUOUS
8,"[0.28825,0.17028,0.41532,0.48868,0.56243,0.34917,0.08503,0.19149]","[0.76177,0.26724,0.42386,1.83499,0.92603,1.16473,1.47632,1.14506]",CONTINUOUS
8,"[0.31494,0.8666 ,0.28802,0.90722,0.33587,0.71232,0.74256,0.97778]","[0.73029,2.47288,0.06117,2.11891,0.51519,1.25843,0.39842,0.4447 ]",CONTINUOUS
8,"[0.54703,0.88372,0.14838,0.81336,0.99455,0.98067,0.56964,0.62914]","[1.93448,1.68999,0.81135,1.61736,0.39089,0.28331,0.04304,1.22959]",CONTINUOUS
8,"[0.70493,0.23008,0.23779,0.68786,0.3018 ,0.13799,0.68119,0.903  ]","[1.32458,0.61392,1.07495,0.81847,1.26698,0.28845,1.74335,0.86929]",CONTINUOUS
8,"[0.03378,0.83614,0.6898 ,0.52205,0.82142,0.43044,0.64353,0.8654 ]","[0.14383,0.64613,1.75217,1.0244 ,2.17889,0.08995,1.26144,0.90318]",CONTINUOUS
8,"[0.87964,0.35002,0.75109,0.33519,0.75712,0.12804,0.45093,0.80672]","[0.99257,0.72766,0.2473 ,0.24084,0.54634,2.04539,2.19024,1.00965]",CONTINUOUS
8,"[0.81261,0.30668,0.59741,0.30466,0.82089,0.76176,0.76719,0.77063]","[1.29176,1.26794,0.33375,1.68536,1.32961,0.09488,0.87231,1.12438]",CONTINUOUS
8,"[0.23368,0.00227,0.19765,0.71779,0.93092,0.79668,0.733  ,0.32694]","[1.06306,0.0287 ,1.28258,1.29655,0.94246,1.29472,1.06082,1.0311 ]",CONTINUOUS
8,"[0.55653,0.15933,0.94921,0.93904,0.40577,0.94407,0.29786,0.93762]","[1.01334,0.57444,0.00687,1.99941,0.7046 ,1.98351,0.11925,1.59858]",CONTINUOUS
8,"[0.83076,0.71483,0.17025,0.44557,0.6515 ,0.72883,0.43326,0.49745]","[1.32745,0.3487 ,0.26646,2.8638 ,2.47091,0.20313,0.34624,0.1733 ]",CONTINUOUS
8,"[0.01407,0.33846,0.53961,0.77713,0.40221,0.49407,0.97269,0.80445]","[0.51031,1.52745,0.77504,1.05062,0.58902,1.53033,0.76199,1.25525]",CONTINUOUS
8,"[0.92748,0.84094,0.97113,0.22226,0.43965,0.8121 ,0.53845,0.31714]","[0.64972,1.27462,1.16783,0.28652,0.34947,1.63101,1.60559,1.03524]",CONTINUOUS
8,"[0.99779,0.62176,0.31354,0.36199,0.91174,0.70685,0.12096,0.58471]","[0.27961,0.0472 ,2.19485,0.30896,1.55665,1.35683,0.18254,2.07335]",CONTINUOUS
8,"[0.72442,0.80842,0.96515,0.92477,0.67227,0.60847,0.8371 ,0.07701]","[1.56208,0.81104,1.73971,0.43503,0.49944,1.08198,0.39163,1.47909]",CONTINUOUS
8,"[0.60144,0.68493,0.09743,0.52793,0.37287,0.46361,0.00918,0.44318]","[0.31142,0.89797,1.85562,1.7209 ,0.30692,1.32108,0.69397,0.89211]",CONTINUOUS
8,"[0.78941,0.10273,0.41762,0.53605,0.72084,0.5901 ,0.9922 ,0.02623]","[0.60184,0.90267,1.18197,0.08764,1.09581,2.25577,1.59309,0.2812 ]",CONTINUOUS
8,"[0.32667,0.14   ,0.76335,0.41944,0.27742,0.60189,0.2084 ,0.00974]","[1.35931,1.95229,2.71748,1.19207,0.06451,0.42899,0.14543,0.13991]",CONTINUOUS
8,"[0.08687,0.72916,0.07351,0.11526,0.14123,0.68692,0.6191 ,0.80977]","[0.44922,0.8717 ,0.71654,1.44859,0.02794,1.68328,2.20494,0.59779]",CONTINUOUS
8,"[0.30804,0.64026,0.22948,0.28587,0.33262,0.70078,0.75795,0.58599]","[0.13653,1.86783,0.14131,0.51602,0.57578,2.08264,0.71976,1.96014]",CONTINUOUS
8,"[0.78668,0.33855,0.04729,0.65268,0.06242,0.86646,0.54009,0.78531]","[0.93547,1.50242,0.52963,0.53881,1.25282,1.06869,0.40987,1.76229]",CONTINUOUS
8,"[0.1547 ,0.03337,0.3051 ,0.43893,0.39675,0.23851,0.9669 ,0.64186]","[0.81309,1.66745,1.9348 ,0.62351,0.37856,0.84645,0.25521,1.48091]",CONTINUOUS
8,"[0.97879,0.55115,0.5983 ,0.58833,0.00343,0.64353,0.2661 ,0.598  ]","[1.28306,1.35646,1.27971,0.34271,0.44963,1.48866,1.07925,0.72051]",CORNER_PEAK
8,"[0.80505,0.50491,0.78666,0.39037,0.42493,0.16341,0.25151,0.49287]","[0.30549,2.32335,1.75723,0.81522,0.01765,0.64896,0.30594,1.82616]",CORNER_PEAK
8,"[0.0439 ,0.89727,0.01338,0.87637,0.77471,0.68888,0.52999,0.88464]","[0.56458,1.74173,0.17936,0.85247,0.11163,1.88174,0.9229 ,1.74558]",CORNER_PEAK
8,"[0.198  ,0.30937,0.11318,0.67646,0.06889,0.58356,0.95191,0.17445]","[1.9096 ,0.70399,1.39142,0.0377 ,0.80468,0.6331 ,1.84453,0.67498]",CORNER_PEAK
8,"[0.46976,0.57174,0.84381,0.8458 ,0.68476,0.73837,0.07907,0.21016]","[2.12066,1.44857,0.83613,0.7285 ,1.3827 ,0.16231,1.09358,0.22755]",CORNER_PEAK
8,"[0.1857 ,0.96963,0.03647,0.12817,0.82569,0.59501,0.28371,0.02048]","[0.33235,1.06105,0.7805 ,0.6108 ,1.7884 ,1.63474,1.50422,0.28794]",CORNER_PEAK
8,"[0.68473,0.22524,0.46876,0.04701,0.27195,0.16153,0.77018,0.35132]","[0.07204,1.61489,0.53266,0.31585,0.19414,0.7571 ,1.23448,3.27885]",CORNER_PEAK
8,"[0.02825,0.76299,0.99996,0.1387 ,0.18089,0.42   ,0.26053,0.95162]","[0.86099,0.56551,0.34953,1.0245 ,0.73349,1.12099,2.27309,1.0719 ]",CORNER_PEAK
8,"[0.24415,0.57807,0.02671,0.9141 ,0.55288,0.09084,0.8577 ,0.93047]","[0.92508,0.51436,1.0219 ,0.25601,1.78793,1.1495 ,2.24979,0.09544]",CORNER_PEAK
8,"[0.83513,0.41399,0.25212,0.73393,0.81353,0.82039,0.32156,0.2986 ]","[0.82579,0.60439,0.33374,0.11338,1.09194,2.08034,0.84291,2.10752]",CORNER_PEAK
8,"[0.84183,0.63716,0.32893,0.48032,0.44899,0.29283,0.26944,0.00237]","[0.27067,0.89954,1.33877,1.00516,1.10041,0.36095,1.5955 ,1.42901]",CORNER_PEAK
8,"[0.30051,0.53689,0.68582,0.01012,0.31893,0.66265,0.61357,0.97634]","[0.55619,0.23949,0.32556,1.15033,1.13841,1.5754 ,1.57785,1.43677]",CORNER_PEAK
8,"[0.20426,0.03875,0.96553,0.18174,0.57032,0.21651,0.30261,0.22857]","[1.82578,1.65968,1.66934,0.68107,0.47665,1.52678,0.00303,0.15766]",CORNER_PEAK
8,"[0.16059,0.65384,0.9829 ,0.38253,0.24561,0.44372,0.40214,0.84999]","[0.05184,1.90546,0.69718,1.63925,1.01173,0.748  ,1.21891,0.72764]",CORNER_PEAK
8,"[0.5984 ,0.69629,0.18858,0.1901 ,0.93301,0.28036,0.60003,0.36729]","[0.18317,0.22123,1.27908,1.64876,1.38935,2.1205 ,0.55686,0.60106]",CORNER_PEAK
8,"[0.90452,0.99637,0.75162,0.57194,0.4411 ,0.85215,0.69828,0.42459]","[1.20017,0.20341,0.88914,1.52206,0.96152,1.85125,0.73469,0.63777]",CORNER_PEAK
8,"[0.1288 ,0.37235,0.99346,0.78697,0.35644,0.178  ,0.47755,0.39613]","[1.60958,0.71071,1.01472,0.51585,0.17517,2.09031,1.29272,0.59094]",CORNER_PEAK
8,"[0.10561,0.16161,0.28482,0.68849,0.81306,0.87215,0.14218,0.46529]","[0.37594,0.37696,0.98249,0.82151,0.71502,1.47911,0.90199,2.34699]",CORNER_PEAK
8,"[0.46932,0.10457,0.50284,0.04256,0.08922,0.611  ,0.80209,0.5166 ]","[0.89387,1.37315,1.45773,0.36356,1.15885,0.57658,1.58618,0.59009]",CORNER_PEAK
8,"[0.1434 ,0.54448,0.31952,0.9647 ,0.43654,0.20445,0.55324,0.23226]","[1.53757,0.475  ,0.68409,1.54064,1.08503,1.07305,0.74187,0.86275]",CORNER_PEAK
8,"[0.74838,0.60885,0.87179,0.88439,0.48515,0.79319,0.66161,0.1669 ]","[1.31114,0.5801 ,0.40836,1.79218,0.00626,1.64959,0.22871,2.02365]",CORNER_PEAK
8,"[0.84442,0.66917,0.01519,0.15126,0.99349,0.13372,0.55586,0.17625]","[1.58216,1.19162,1.19209,0.26228,0.68406,1.73698,1.31402,0.03679]",CORNER_PEAK
8,"[0.36069,0.69401,0.48539,0.20109,0.67377,0.28932,0.7369 ,0.35361]","[0.99756,1.89136,0.24923,0.19897,1.84207,0.33127,2.1464 ,0.34314]",CORNER_PEAK
8,"[0.22901,0.77879,0.84258,0.16146,0.88996,0.95341,0.94816,0.09281]","[1.16224,1.73241,2.12196,1.20485,0.18423,0.13258,1.11595,0.34578]",CORNER_PEAK
8,"[0.11007,0.21637,0.01388,0.51825,0.84965,0.11379,0.84182,0.90279]","[0.6995 ,0.023  ,1.60016,0.94544,1.26436,1.14996,2.11534,0.20223]",CORNER_PEAK
8,"[0.7764 ,0.12146,0.92348,0.89765,0.81954,0.11644,0.50915,0.61033]","[0.24606,0.91616,1.97911,0.6913 ,1.96864,0.20698,0.76005,1.2317 ]",CORNER_PEAK
8,"[0.53587,0.86206,0.00405,0.0969 ,0.42319,0.73367,0.64956,0.4782 ]","[1.7536 ,0.57061,0.72216,0.49782,1.8186 ,0.04629,0.77781,1.81312]",CORNER_PEAK
8,"[0.64709,0.2276 ,0.02723,0.6753 ,0.47775,0.43237,0.28116,0.4058 ]","[0.49859,0.25728,0.78568,0.62677,1.24389,1.47591,2.59791,0.51397]",CORNER_PEAK
8,"[0.77716,0.23996,0.96251,0.22581,0.21285,0.70945,0.84056,0.04473]","[1.10099,0.86799,1.65889,1.27072,0.70808,0.15857,0.78192,1.45283]",CORNER_PEAK
8,"[0.35261,0.38869,0.83977,0.53669,0.82489,0.75737,0.75782,0.15815]","[0.4588 ,1.42766,0.07852,1.67831,0.9046 ,0.05796,0.91863,2.47553]",CORNER_PEAK
8,"[0.20639,0.60143,0.25447,0.47296,0.69912,0.83986,0.06839,0.97163]","[2.12345,0.19762,1.98359,0.0234 ,1.0966 ,0.50848,0.4984 ,1.56847]",CORNER_PEAK
8,"[0.71779,0.06163,0.06591,0.7561 ,0.99146,0.41069,0.47196,0.78404]","[1.27448,1.62368,1.14074,0.59084,0.91745,0.697  ,1.33035,0.42546]",CORNER_PEAK
8,"[0.40798,0.62173,0.11774,0.58488,0.13784,0.87315,0.84142,0.76345]","[0.29283,1.59397,0.25497,1.58682,0.23076,1.66704,0.68845,1.68516]",CORNER_PEAK
8,"[0.26519,0.46048,0.15525,0.03759,0.57468,0.71035,0.79058,0.83894]","[1.43157,1.45417,0.12025,1.59735,1.16369,0.17023,0.61713,1.44561]",CORNER_PEAK
8,"[0.23594,0.74135,0.84629,0.42906,0.57883,0.77065,0.94342,0.03586]","[0.24266,0.25346,0.53505,1.87933,1.19202,2.31362,0.78559,0.79828]",CORNER_PEAK
8,"[0.68275,0.22433,0.47834,0.0418 ,0.19835,0.3965 ,0.7896 ,0.80225]","[2.11695,0.20867,2.16483,0.03336,0.98303,0.48627,0.32742,1.67947]",CORNER_PEAK
8,"[0.50155,0.92895,0.33506,0.79484,0.68412,0.60619,0.56885,0.28753]","[0.49265,1.53048,0.36895,1.60253,0.92431,1.5862 ,1.2669 ,0.22797]",CORNER_PEAK
8,"[0.82327,0.79668,0.66055,0.00095,0.77382,0.01309,0.94939,0.2452 ]","[2.0478 ,1.31432,1.08262,0.21961,0.83606,0.87113,0.32685,1.3016 ]",CORNER_PEAK
8,"[0.38166,0.89728,0.94178,0.71401,0.55735,0.66657,0.3349 ,0.04874]","[0.35886,0.72245,0.37093,1.32852,0.19313,1.36034,1.15299,2.51278]",CORNER_PEAK
8,"[0.96561,0.13019,0.13183,0.38528,0.62469,0.08234,0.61276,0.59555]","[0.75677,1.23861,0.78115,0.58059,1.25171,0.71371,1.54375,1.13371]",CORNER_PEAK
8,"[0.47808,0.24755,0.6597 ,0.76371,0.43596,0.41541,0.06041,0.48628]","[1.72664,0.83694,1.37444,0.04461,0.87116,0.5636 ,1.2368 ,1.34581]",CORNER_PEAK
8,"[0.10252,0.81025,0.22989,0.16062,0.82133,0.71277,0.44202,0.87221]","[0.6391 ,1.32323,0.65157,0.87841,0.87507,0.37502,2.22321,1.0344 ]",CORNER_PEAK
