dim,w,c,f_name
2,"[0.40895,0.17329]","[0.76934,1.23066]",CONTINUOUS
2,"[0.54923,0.7146 ]","[1.40448,0.59552]",CONTINUOUS
2,"[0.95487,0.7379 ]","[0.9508,1.0492]",CONTINUOUS
2,"[0.4196 ,0.24773]","[0.63919,1.36081]",CONTINUOUS
2,"[0.01439,0.11607]","[1.06081,0.93919]",CONTINUOUS
2,"[0.85546,0.70366]","[1.65793,0.34207]",CONTINUOUS
2,"[0.49162,0.47347]","[0.57063,1.42937]",CONTINUOUS
2,"[0.3985 ,0.61585]","[1.86683,0.13317]",CONTINUOUS
2,"[0.37461,0.62586]","[0.74011,1.25989]",CONTINUOUS
2,"[0.65869,0.16293]","[0.19795,1.80205]",CONTINUOUS
2,"[0.02651,0.58578]","[1.24065,0.75935]",CONTINUOUS
2,"[0.38817,0.64329]","[0.91297,1.08703]",CONTINUOUS
2,"[0.94146,0.3861 ]","[1.02992,0.97008]",CONTINUOUS
2,"[0.19579,0.06936]","[1.69375,0.30625]",CONTINUOUS
2,"[0.09444,0.68301]","[0.36492,1.63508]",CONTINUOUS
2,"[0.84488,0.02327]","[1.48582,0.51418]",CONTINUOUS
2,"[0.11816,0.69674]","[0.83502,1.16498]",CONTINUOUS
2,"[0.73507,0.80348]","[1.22764,0.77236]",CONTINUOUS
2,"[0.75061,0.80683]","[1.41186,0.58814]",CONTINUOUS
2,"[0.37202,0.77641]","[0.53604,1.46396]",CONTINUOUS
2,"[0.85841,0.42899]","[0.99756,1.00244]",CONTINUOUS
2,"[0.10312,0.90255]","[0.7588,1.2412]",CORNER_PEAK
2,"[0.32005,0.89552]","[1.94582,0.05418]",CORNER_PEAK
2,"[0.90538,0.09129]","[0.5031,1.4969]",CORNER_PEAK
2,"[0.95061,0.57344]","[1.16976,0.83024]",CORNER_PEAK
2,"[0.29321,0.32866]","[0.94396,1.05604]",CORNER_PEAK
2,"[0.79158,0.78962]","[0.31148,1.68852]",CORNER_PEAK
2,"[0.05756,0.54953]","[0.66434,1.33566]",CORNER_PEAK
2,"[0.35092,0.11707]","[0.31618,1.68382]",CORNER_PEAK
2,"[0.61822,0.10112]","[0.21426,1.78574]",CORNER_PEAK
2,"[0.07276,0.82186]","[1.79342,0.20658]",CORNER_PEAK
2,"[0.08484,0.98664]","[1.00487,0.99513]",CORNER_PEAK
2,"[0.8128 ,0.94725]","[1.13374,0.86626]",CORNER_PEAK
2,"[0.37626,0.0835 ]","[1.16378,0.83622]",CORNER_PEAK
2,"[0.42422,0.90635]","[0.36831,1.63169]",CORNER_PEAK
2,"[0.01135,0.46866]","[0.64302,1.35698]",CORNER_PEAK
2,"[0.11753,0.64921]","[1.12237,0.87763]",CORNER_PEAK
2,"[0.96217,0.37487]","[0.49503,1.50497]",CORNER_PEAK
2,"[0.2236 ,0.96322]","[0.02475,1.97525]",CORNER_PEAK
2,"[0.04316,0.89114]","[0.69404,1.30596]",CORNER_PEAK
2,"[0.0738 ,0.55385]","[1.29898,0.70102]",CORNER_PEAK
2,"[0.6294 ,0.69575]","[0.84011,1.15989]",CORNER_PEAK
2,"[0.58431,0.90116]","[0.27846,1.72154]",CORNER_PEAK
2,"[0.95041,0.89026]","[0.84711,1.15289]",CORNER_PEAK
2,"[0.27738,0.18812]","[1.13505,0.86495]",CORNER_PEAK
2,"[0.58366,0.07773]","[0.99397,1.00603]",CORNER_PEAK
2,"[0.69816,0.5361 ]","[0.55109,1.44891]",CORNER_PEAK
2,"[0.68473,0.16262]","[1.05099,0.94901]",CORNER_PEAK
2,"[0.9498 ,0.72572]","[1.18918,0.81082]",CORNER_PEAK
2,"[0.93273,0.86606]","[1.26334,0.73666]",CORNER_PEAK
2,"[0.37646,0.81055]","[1.73558,0.26442]",CORNER_PEAK
2,"[0.59413,0.38089]","[1.07053,0.92947]",CORNER_PEAK
2,"[0.83833,0.46869]","[1.20547,0.79453]",CORNER_PEAK
2,"[0.05638,0.86472]","[0.89694,1.10306]",CORNER_PEAK
2,"[0.99664,0.55543]","[0.89743,1.10257]",CORNER_PEAK
2,"[0.84965,0.24735]","[1.55439,0.44561]",CORNER_PEAK
2,"[0.95405,0.60617]","[0.5079,1.4921]",CORNER_PEAK
2,"[0.61813,0.35816]","[0.28927,1.71073]",CORNER_PEAK
2,"[0.52031,0.77232]","[0.75807,1.24193]",CORNER_PEAK
2,"[0.55191,0.56094]","[1.36963,0.63037]",CORNER_PEAK
2,"[0.13402,0.02878]","[1.09802,0.90198]",CORNER_PEAK
2,"[0.70408,0.21296]","[1.80725,0.19275]",CORNER_PEAK
2,"[0.35059,0.58992]","[0.94549,1.05451]",CORNER_PEAK
2,"[0.90416,0.34826]","[0.79219,1.20781]",CORNER_PEAK
2,"[0.39654,0.62209]","[0.9519,1.0481]",CORNER_PEAK
2,"[0.14707,0.92659]","[1.31168,0.68832]",CORNER_PEAK
2,"[0.45914,0.98003]","[1.1995,0.8005]",CORNER_PEAK
2,"[0.6334 ,0.24015]","[0.74106,1.25894]",CORNER_PEAK
2,"[0.12805,0.1519 ]","[0.3561,1.6439]",CORNER_PEAK
2,"[0.18188,0.34567]","[1.30846,0.69154]",CORNER_PEAK
2,"[0.66756,0.17232]","[1.64943,0.35057]",CORNER_PEAK
2,"[0.16894,0.27859]","[1.33234,0.66766]",DISCONTINUOUS
2,"[0.12064,0.46078]","[0.72321,1.27679]",DISCONTINUOUS
2,"[0.50342,0.69039]","[0.09374,1.90626]",DISCONTINUOUS
2,"[0.6279 ,0.08176]","[0.97364,1.02636]",DISCONTINUOUS
2,"[0.06108,0.27688]","[1.03727,0.96273]",DISCONTINUOUS
2,"[0.18452,0.20935]","[0.86661,1.13339]",DISCONTINUOUS
2,"[0.61825,0.36891]","[0.76452,1.23548]",DISCONTINUOUS
2,"[0.03668,0.25244]","[0.88694,1.11306]",DISCONTINUOUS
2,"[0.51168,0.53211]","[0.38649,1.61351]",DISCONTINUOUS
2,"[0.53262,0.24247]","[0.83289,1.16711]",DISCONTINUOUS
2,"[0.02007,0.32208]","[0.78467,1.21533]",DISCONTINUOUS
2,"[0.11976,0.89053]","[0.93281,1.06719]",DISCONTINUOUS
2,"[0.78917,0.49844]","[0.27858,1.72142]",DISCONTINUOUS
2,"[0.58684,0.74544]","[1.54374,0.45626]",DISCONTINUOUS
2,"[0.28378,0.36308]","[1.06176,0.93824]",DISCONTINUOUS
2,"[0.3561 ,0.98652]","[1.43719,0.56281]",DISCONTINUOUS
2,"[0.10178,0.15286]","[1.20971,0.79029]",DISCONTINUOUS
2,"[0.18657,0.2851 ]","[0.32402,1.67598]",DISCONTINUOUS
2,"[0.08023,0.52451]","[0.58932,1.41068]",DISCONTINUOUS
2,"[0.11204,0.39786]","[1.05666,0.94334]",DISCONTINUOUS
2,"[0.81707,0.2579 ]","[0.4071,1.5929]",DISCONTINUOUS
2,"[0.92938,0.55676]","[1.34246,0.65754]",DISCONTINUOUS
2,"[0.76949,0.18704]","[0.86416,1.13584]",DISCONTINUOUS
2,"[0.50761,0.24241]","[0.31659,1.68341]",DISCONTINUOUS
2,"[0.28863,0.58124]","[0.4858,1.5142]",DISCONTINUOUS
2,"[0.53259,0.05182]","[1.42926,0.57074]",DISCONTINUOUS
2,"[0.06337,0.98996]","[0.56941,1.43059]",DISCONTINUOUS
2,"[0.25464,0.6815 ]","[1.12139,0.87861]",DISCONTINUOUS
2,"[0.47158,0.41184]","[0.54579,1.45421]",DISCONTINUOUS
2,"[0.83062,0.96503]","[0.2907,1.7093]",DISCONTINUOUS
2,"[0.93834,0.18123]","[0.16467,1.83533]",DISCONTINUOUS
2,"[0.57447,0.84183]","[0.29897,1.70103]",DISCONTINUOUS
2,"[0.20163,0.16366]","[0.33563,1.66437]",DISCONTINUOUS
2,"[0.6652 ,0.52307]","[0.58062,1.41938]",DISCONTINUOUS
2,"[0.39245,0.8166 ]","[1.07621,0.92379]",DISCONTINUOUS
2,"[0.46268,0.30138]","[1.19586,0.80414]",DISCONTINUOUS
2,"[0.23221,0.89957]","[0.82785,1.17215]",DISCONTINUOUS
2,"[0.90647,0.62424]","[0.22124,1.77876]",DISCONTINUOUS
2,"[0.62771,0.33491]","[0.29845,1.70155]",DISCONTINUOUS
2,"[0.62007,0.53346]","[1.06258,0.93742]",DISCONTINUOUS
2,"[0.15167,0.31172]","[0.50077,1.49923]",DISCONTINUOUS
2,"[0.03353,0.56989]","[0.93027,1.06973]",DISCONTINUOUS
2,"[0.34208,0.82126]","[0.23119,1.76881]",DISCONTINUOUS
2,"[0.12749,0.39729]","[1.68346,0.31654]",DISCONTINUOUS
2,"[0.22925,0.72225]","[1.05796,0.94204]",DISCONTINUOUS
2,"[0.69395,0.54272]","[0.84285,1.15715]",DISCONTINUOUS
2,"[0.1816 ,0.90845]","[1.18546,0.81454]",DISCONTINUOUS
2,"[0.46201,0.94728]","[0.4147,1.5853]",DISCONTINUOUS
2,"[0.50589,0.61145]","[0.04069,1.95931]",DISCONTINUOUS
2,"[0.93212,0.56513]","[0.86051,1.13949]",DISCONTINUOUS
2,"[0.70724,0.15254]","[0.97428,1.02572]",GAUSSIAN
2,"[0.42413,0.73644]","[1.00473,0.99527]",GAUSSIAN
2,"[0.45084,0.11324]","[1.08002,0.91998]",GAUSSIAN
2,"[0.12466,0.92084]","[1.25279,0.74721]",GAUSSIAN
2,"[0.59128,0.399  ]","[0.28086,1.71914]",GAUSSIAN
2,"[0.80285,0.00463]","[0.91161,1.08839]",GAUSSIAN
2,"[0.5374 ,0.91986]","[0.99912,1.00088]",GAUSSIAN
2,"[0.7375 ,0.45222]","[0.66349,1.33651]",GAUSSIAN
2,"[0.14086,0.17639]","[1.08661,0.91339]",GAUSSIAN
2,"[0.91485,0.36239]","[0.95739,1.04261]",GAUSSIAN
2,"[0.01309,0.66354]","[0.31259,1.68741]",GAUSSIAN
2,"[0.14866,0.41462]","[0.15773,1.84227]",GAUSSIAN
2,"[0.5022 ,0.59539]","[0.16419,1.83581]",GAUSSIAN
2,"[0.20991,0.89805]","[1.03651,0.96349]",GAUSSIAN
2,"[0.03655,0.47207]","[1.79158,0.20842]",GAUSSIAN
2,"[0.77553,0.45329]","[1.08665,0.91335]",GAUSSIAN
2,"[0.40076,0.55964]","[0.92085,1.07915]",GAUSSIAN
2,"[0.86179,0.94612]","[1.15925,0.84075]",GAUSSIAN
2,"[0.644  ,0.40873]","[0.27968,1.72032]",GAUSSIAN
2,"[0.71597,0.65892]","[0.21758,1.78242]",GAUSSIAN
2,"[0.23107,0.67189]","[0.31838,1.68162]",GAUSSIAN
2,"[0.79992,0.17854]","[1.46532,0.53468]",GAUSSIAN
2,"[0.09944,0.24317]","[0.91544,1.08456]",GAUSSIAN
2,"[0.83022,0.39718]","[1.53043,0.46957]",GAUSSIAN
2,"[0.29315,0.89634]","[0.26397,1.73603]",GAUSSIAN
2,"[0.20789,0.02653]","[0.47467,1.52533]",GAUSSIAN
2,"[0.42142,0.89267]","[1.41028,0.58972]",GAUSSIAN
2,"[0.25942,0.37969]","[1.3754,0.6246]",GAUSSIAN
2,"[0.62415,0.40941]","[1.11731,0.88269]",GAUSSIAN
2,"[0.29447,0.94845]","[1.68992,0.31008]",GAUSSIAN
2,"[0.86847,0.48743]","[1.05589,0.94411]",GAUSSIAN
2,"[0.42521,0.02247]","[0.66315,1.33685]",GAUSSIAN
2,"[0.63348,0.25789]","[0.28607,1.71393]",GAUSSIAN
2,"[0.9844 ,0.52569]","[0.77335,1.22665]",GAUSSIAN
2,"[0.01839,0.9143 ]","[0.33921,1.66079]",GAUSSIAN
2,"[0.27406,0.55418]","[0.87961,1.12039]",GAUSSIAN
2,"[0.20642,0.011  ]","[0.26403,1.73597]",GAUSSIAN
2,"[0.87389,0.59741]","[0.94902,1.05098]",GAUSSIAN
2,"[0.17537,0.91441]","[1.04443,0.95557]",GAUSSIAN
2,"[0.51892,0.04697]","[0.36775,1.63225]",GAUSSIAN
2,"[0.0828 ,0.60315]","[0.77319,1.22681]",GAUSSIAN
2,"[0.28869,0.35567]","[1.41521,0.58479]",GAUSSIAN
2,"[0.5664 ,0.47605]","[0.82933,1.17067]",GAUSSIAN
2,"[0.73257,0.21494]","[0.21253,1.78747]",GAUSSIAN
2,"[0.59508,0.05143]","[0.90809,1.09191]",GAUSSIAN
2,"[0.33424,0.77091]","[1.17311,0.82689]",GAUSSIAN
2,"[0.72819,0.49549]","[1.22576,0.77424]",GAUSSIAN
2,"[0.2464,0.8191]","[1.07009,0.92991]",GAUSSIAN
2,"[0.27215,0.59023]","[1.59527,0.40473]",GAUSSIAN
2,"[0.91731,0.13682]","[1.36113,0.63887]",GAUSSIAN
2,"[0.18513,0.5419 ]","[1.08767,0.91233]",MOROKOFF_CALFISCH_1
2,"[0.80656,0.65878]","[0.8982,1.1018]",MOROKOFF_CALFISCH_1
2,"[0.24967,0.48942]","[0.36597,1.63403]",MOROKOFF_CALFISCH_1
2,"[0.94406,0.03943]","[0.8653,1.1347]",MOROKOFF_CALFISCH_1
2,"[0.18058,0.56795]","[1.92849,0.07151]",MOROKOFF_CALFISCH_1
2,"[0.69742,0.29735]","[0.97538,1.02462]",MOROKOFF_CALFISCH_1
2,"[0.94427,0.47421]","[1.01025,0.98975]",MOROKOFF_CALFISCH_1
2,"[0.3191 ,0.82892]","[0.11688,1.88312]",MOROKOFF_CALFISCH_1
2,"[0.23001,0.12057]","[0.19904,1.80096]",MOROKOFF_CALFISCH_1
2,"[0.33987,0.72477]","[0.3434,1.6566]",MOROKOFF_CALFISCH_1
2,"[0.53949,0.79072]","[0.67486,1.32514]",MOROKOFF_CALFISCH_1
2,"[0.88598,0.61586]","[1.81038,0.18962]",MOROKOFF_CALFISCH_1
2,"[0.8701 ,0.02127]","[1.24633,0.75367]",MOROKOFF_CALFISCH_1
2,"[0.93907,0.79878]","[1.47991,0.52009]",MOROKOFF_CALFISCH_1
2,"[0.76719,0.40193]","[0.86669,1.13331]",MOROKOFF_CALFISCH_1
2,"[0.87368,0.98408]","[1.29553,0.70447]",MOROKOFF_CALFISCH_1
2,"[0.42136,0.73758]","[1.36737,0.63263]",MOROKOFF_CALFISCH_1
2,"[0.35462,0.28724]","[1.11832,0.88168]",MOROKOFF_CALFISCH_1
2,"[0.04209,0.01787]","[1.39559,0.60441]",MOROKOFF_CALFISCH_1
2,"[0.38433,0.67965]","[0.37365,1.62635]",MOROKOFF_CALFISCH_1
2,"[0.78635,0.08941]","[0.64407,1.35593]",MOROKOFF_CALFISCH_1
2,"[0.94473,0.4674 ]","[1.57195,0.42805]",MOROKOFF_CALFISCH_1
2,"[0.99117,0.23167]","[1.18405,0.81595]",MOROKOFF_CALFISCH_1
2,"[0.60774,0.51269]","[1.13296,0.86704]",MOROKOFF_CALFISCH_1
2,"[0.22049,0.18644]","[1.38015,0.61985]",MOROKOFF_CALFISCH_1
2,"[0.05784,0.9691 ]","[0.97573,1.02427]",MOROKOFF_CALFISCH_1
2,"[0.99491,0.1739 ]","[0.68644,1.31356]",MOROKOFF_CALFISCH_1
2,"[0.69602,0.1539 ]","[1.5685,0.4315]",MOROKOFF_CALFISCH_1
2,"[0.22382,0.53697]","[1.01096,0.98904]",MOROKOFF_CALFISCH_1
2,"[0.09149,0.87746]","[1.34442,0.65558]",MOROKOFF_CALFISCH_1
2,"[0.88875,0.95565]","[1.03147,0.96853]",MOROKOFF_CALFISCH_1
2,"[0.65524,0.55086]","[0.35115,1.64885]",MOROKOFF_CALFISCH_1
2,"[0.37269,0.25975]","[1.18662,0.81338]",MOROKOFF_CALFISCH_1
2,"[0.08105,0.22018]","[1.79949,0.20051]",MOROKOFF_CALFISCH_1
2,"[0.85121,0.49515]","[0.89579,1.10421]",MOROKOFF_CALFISCH_1
2,"[0.82468,0.34781]","[1.09028,0.90972]",MOROKOFF_CALFISCH_1
2,"[0.26703,0.87863]","[1.09546,0.90454]",MOROKOFF_CALFISCH_1
2,"[0.85058,0.86729]","[0.91675,1.08325]",MOROKOFF_CALFISCH_1
2,"[0.69747,0.68014]","[0.90221,1.09779]",MOROKOFF_CALFISCH_1
2,"[0.15861,0.88087]","[1.93508,0.06492]",MOROKOFF_CALFISCH_1
2,"[0.82582,0.12887]","[0.62138,1.37862]",MOROKOFF_CALFISCH_1
2,"[0.16076,0.81797]","[1.24236,0.75764]",MOROKOFF_CALFISCH_1
2,"[0.00639,0.28704]","[0.77207,1.22793]",MOROKOFF_CALFISCH_1
2,"[0.63181,0.2598 ]","[1.08009,0.91991]",MOROKOFF_CALFISCH_1
2,"[0.77985,0.10698]","[1.16875,0.83125]",MOROKOFF_CALFISCH_1
2,"[0.96299,0.34187]","[0.80864,1.19136]",MOROKOFF_CALFISCH_1
2,"[0.10251,0.93723]","[1.82047,0.17953]",MOROKOFF_CALFISCH_1
2,"[0.30096,0.70817]","[0.20739,1.79261]",MOROKOFF_CALFISCH_1
2,"[0.34588,0.62092]","[0.09973,1.90027]",MOROKOFF_CALFISCH_1
2,"[0.97349,0.96888]","[1.70426,0.29574]",MOROKOFF_CALFISCH_1
2,"[0.75826,0.02459]","[0.12798,1.87202]",G_FUNCTION
2,"[0.48864,0.77041]","[1.21023,0.78977]",G_FUNCTION
2,"[0.27363,0.99712]","[0.97128,1.02872]",G_FUNCTION
2,"[0.16362,0.79481]","[1.51715,0.48285]",G_FUNCTION
2,"[0.08238,0.6805 ]","[1.41093,0.58907]",G_FUNCTION
2,"[0.95086,0.15106]","[0.62842,1.37158]",G_FUNCTION
2,"[0.41973,0.63853]","[1.18365,0.81635]",G_FUNCTION
2,"[0.98398,0.40933]","[1.59085,0.40915]",G_FUNCTION
2,"[0.2131 ,0.03113]","[1.27754,0.72246]",G_FUNCTION
2,"[0.86436,0.47321]","[1.67839,0.32161]",G_FUNCTION
2,"[0.86862,0.7766 ]","[0.95429,1.04571]",G_FUNCTION
2,"[0.76102,0.62622]","[1.60278,0.39722]",G_FUNCTION
2,"[0.92085,0.61665]","[1.24648,0.75352]",G_FUNCTION
2,"[0.11731,0.12519]","[1.22875,0.77125]",G_FUNCTION
2,"[0.20052,0.49159]","[0.19873,1.80127]",G_FUNCTION
2,"[0.26899,0.79756]","[0.81079,1.18921]",G_FUNCTION
2,"[0.01162,0.07245]","[0.89977,1.10023]",G_FUNCTION
2,"[0.60002,0.29166]","[0.89381,1.10619]",G_FUNCTION
2,"[0.77985,0.03962]","[1.64153,0.35847]",G_FUNCTION
2,"[0.24205,0.98666]","[0.44434,1.55566]",G_FUNCTION
2,"[0.61816,0.70246]","[1.96568,0.03432]",G_FUNCTION
2,"[0.32646,0.51771]","[0.40077,1.59923]",G_FUNCTION
2,"[0.0332 ,0.07858]","[1.49884,0.50116]",G_FUNCTION
2,"[0.56754,0.68946]","[1.59999,0.40001]",G_FUNCTION
2,"[0.16748,0.10457]","[0.94784,1.05216]",G_FUNCTION
2,"[0.03159,0.93621]","[0.1752,1.8248]",G_FUNCTION
2,"[0.70906,0.87097]","[0.94218,1.05782]",G_FUNCTION
2,"[0.33945,0.81483]","[0.16435,1.83565]",G_FUNCTION
2,"[0.54759,0.8173 ]","[0.82548,1.17452]",G_FUNCTION
2,"[0.5264 ,0.73159]","[1.14986,0.85014]",G_FUNCTION
2,"[0.2471 ,0.15954]","[1.59814,0.40186]",G_FUNCTION
2,"[0.97587,0.3369 ]","[0.3748,1.6252]",G_FUNCTION
2,"[0.65871,0.4982 ]","[0.87146,1.12854]",G_FUNCTION
2,"[0.22845,0.99633]","[1.19966,0.80034]",G_FUNCTION
2,"[0.19954,0.68023]","[1.40394,0.59606]",G_FUNCTION
2,"[0.25768,0.46262]","[1.08844,0.91156]",G_FUNCTION
2,"[0.74271,0.42549]","[0.96499,1.03501]",G_FUNCTION
2,"[0.98765,0.04011]","[1.19946,0.80054]",G_FUNCTION
2,"[0.43862,0.72526]","[0.71564,1.28436]",G_FUNCTION
2,"[0.9007 ,0.42172]","[0.63699,1.36301]",G_FUNCTION
2,"[0.91236,0.21066]","[0.99315,1.00685]",G_FUNCTION
2,"[0.73311,0.13157]","[0.88109,1.11891]",G_FUNCTION
2,"[0.17968,0.23754]","[1.68591,0.31409]",G_FUNCTION
2,"[0.85439,0.49228]","[0.44228,1.55772]",G_FUNCTION
2,"[0.44531,0.51482]","[0.75455,1.24545]",G_FUNCTION
2,"[0.16352,0.39108]","[1.57943,0.42057]",G_FUNCTION
2,"[0.65674,0.32519]","[1.71057,0.28943]",G_FUNCTION
2,"[0.96982,0.45379]","[1.52513,0.47487]",G_FUNCTION
2,"[0.16976,0.51977]","[0.57811,1.42189]",G_FUNCTION
2,"[0.43089,0.24871]","[0.9323,1.0677]",G_FUNCTION
2,"[0.16704,0.16762]","[0.09487,1.90513]",OSCILLATORY
2,"[0.6638 ,0.47463]","[1.02334,0.97666]",OSCILLATORY
2,"[0.58535,0.86827]","[1.29557,0.70443]",OSCILLATORY
2,"[0.26975,0.05709]","[0.72378,1.27622]",OSCILLATORY
2,"[0.03934,0.12211]","[0.65249,1.34751]",OSCILLATORY
2,"[0.31616,0.50723]","[0.4378,1.5622]",OSCILLATORY
2,"[0.98663,0.96512]","[0.01033,1.98967]",OSCILLATORY
2,"[0.63912,0.86792]","[0.93728,1.06272]",OSCILLATORY
2,"[0.48885,0.66686]","[1.64659,0.35341]",OSCILLATORY
2,"[0.30793,0.70468]","[0.46123,1.53877]",OSCILLATORY
2,"[0.96991,0.0939 ]","[1.205,0.795]",OSCILLATORY
2,"[0.86814,0.17715]","[0.90495,1.09505]",OSCILLATORY
2,"[0.94461,0.68325]","[0.89178,1.10822]",OSCILLATORY
2,"[0.8689 ,0.57061]","[0.06322,1.93678]",OSCILLATORY
2,"[0.68953,0.67651]","[0.49322,1.50678]",OSCILLATORY
2,"[0.39386,0.65123]","[0.27888,1.72112]",OSCILLATORY
2,"[0.99941,0.04821]","[1.41202,0.58798]",OSCILLATORY
2,"[0.87075,0.78239]","[0.86868,1.13132]",OSCILLATORY
2,"[0.87852,0.40414]","[0.6576,1.3424]",OSCILLATORY
2,"[0.80785,0.76229]","[1.29369,0.70631]",OSCILLATORY
2,"[0.81783,0.12021]","[1.97907,0.02093]",OSCILLATORY
2,"[0.32459,0.36646]","[0.72583,1.27417]",OSCILLATORY
2,"[0.38856,0.44869]","[0.77782,1.22218]",OSCILLATORY
