dim,w,c,f_name
7,"[0.00262,0.43399,0.7819 ,0.75078,0.78733,0.1403 ,0.84394]","[1.50612,0.32728,2.14976,1.32831,0.37799,0.90726,0.40328]",CONTINUOUS
7,"[0.12305,0.86734,0.25095,0.23188,0.29678,0.20863,0.25934]","[0.99762,1.28262,1.50276,1.33882,0.33083,1.26117,0.28618]",CONTINUOUS
7,"[0.551  ,0.11252,0.83473,0.48174,0.03572,0.27123,0.16505]","[0.53349,0.95232,0.07123,1.90058,1.09993,1.13916,1.30328]",CONTINUOUS
7,"[0.37355,0.21173,0.89091,0.69417,0.95458,0.86957,0.34086]","[0.86967,1.63175,0.02258,0.12163,1.35725,1.59044,1.40668]",CONTINUOUS
7,"[0.64185,0.61192,0.69133,0.68678,0.32247,0.6331 ,0.62642]","[0.78964,2.02588,0.87026,0.23084,0.89352,1.75152,0.43833]",CONTINUOUS
7,"[0.53333,0.66334,0.18164,0.54031,0.60936,0.84882,0.01592]","[1.74604,0.1043 ,1.6165 ,0.46129,1.10479,1.70214,0.26494]",CONTINUOUS
7,"[0.9625 ,0.58307,0.23873,0.50922,0.66898,0.9321 ,0.44959]","[1.0373 ,0.80097,1.83628,0.5611 ,0.92108,1.47326,0.37001]",CONTINUOUS
7,"[0.95181,0.00235,0.52451,0.15806,0.64502,0.6798 ,0.70871]","[1.34635,1.07625,0.65054,1.33563,1.41942,0.54493,0.62688]",CONTINUOUS
7,"[0.84629,0.24663,0.76689,0.9705 ,0.64125,0.67542,0.0332 ]","[1.98576,0.05101,0.80452,1.67063,1.67833,0.19009,0.61966]",CONTINUOUS
7,"[0.81927,0.07313,0.5646 ,0.57214,0.4146 ,0.3209 ,0.99886]","[1.42389,1.16125,1.58951,0.26698,0.46678,0.95322,1.13837]",CONTINUOUS
7,"[0.96777,0.55857,0.52907,0.61256,0.0524 ,0.35126,0.17287]","[1.2279 ,1.53786,1.11457,1.54735,0.70515,0.60038,0.26679]",CONTINUOUS
7,"[0.68093,0.48286,0.27369,0.51017,0.0866 ,0.37247,0.59152]","[1.56753,0.17784,0.64049,2.03652,0.79656,1.71808,0.06298]",CONTINUOUS
7,"[0.34927,0.01786,0.45306,0.86476,0.27096,0.36766,0.97815]","[0.86049,1.24522,1.39889,1.2698 ,0.12202,1.41313,0.69045]",CONTINUOUS
7,"[0.62781,0.10587,0.44928,0.63358,0.30788,0.0526 ,0.32251]","[1.32582,1.36916,1.5548 ,1.02745,0.44671,0.42149,0.85457]",CONTINUOUS
7,"[0.23212,0.72695,0.10301,0.0305 ,0.91303,0.99517,0.28803]","[0.3227 ,1.30721,0.22369,2.18263,0.1813 ,2.24227,0.5402 ]",CONTINUOUS
7,"[0.77336,0.32986,0.16718,0.12517,0.18254,0.89073,0.63478]","[0.92211,0.77811,1.46533,1.59142,0.88234,0.85909,0.5016 ]",CONTINUOUS
7,"[0.3978 ,0.27073,0.21561,0.38244,0.48029,0.66079,0.11208]","[0.15271,1.62456,0.83046,1.40644,0.61741,0.67157,1.69685]",CONTINUOUS
7,"[0.03749,0.33981,0.09512,0.54399,0.94682,0.69128,0.68792]","[1.18593,1.12713,1.32409,0.99061,0.85134,0.16483,1.35607]",CONTINUOUS
7,"[0.77773,0.65855,0.78069,0.25964,0.29847,0.87728,0.7507 ]","[0.87698,1.04367,0.26891,0.40831,1.63576,1.76903,0.99734]",CONTINUOUS
7,"[0.13297,0.09403,0.89109,0.12469,0.84286,0.02513,0.37438]","[1.36196,1.458  ,1.30267,0.77563,0.7175 ,0.62478,0.75946]",CONTINUOUS
7,"[0.46953,0.83019,0.33397,0.07567,0.08835,0.15765,0.92878]","[1.42156,0.34948,1.38944,1.81591,0.06428,0.1825 ,1.77682]",CONTINUOUS
7,"[0.85083,0.2634 ,0.09945,0.06177,0.42677,0.8544 ,0.12039]","[1.53032,1.2318 ,0.40839,1.17375,1.30629,0.48438,0.86507]",CONTINUOUS
7,"[0.63624,0.80835,0.18077,0.57137,0.32608,0.34167,0.31805]","[1.31867,1.10097,0.71847,1.22883,1.33069,0.74053,0.56184]",CONTINUOUS
7,"[0.76504,0.50737,0.80499,0.56355,0.43002,0.79989,0.26131]","[1.96458,0.7879 ,1.32705,0.66957,0.47202,0.61351,1.16536]",CONTINUOUS
7,"[0.01197,0.28983,0.83919,0.67773,0.70726,0.67104,0.46876]","[1.92434,1.25369,0.25113,0.37997,1.66418,0.50055,1.02614]",CORNER_PEAK
7,"[0.57908,0.95416,0.00377,0.63747,0.45522,0.25096,0.39856]","[1.43361,1.35908,1.19268,0.69011,0.53246,0.7126 ,1.07946]",CORNER_PEAK
7,"[0.13275,0.20462,0.69684,0.2415 ,0.34261,0.20266,0.29823]","[0.9263 ,1.3916 ,0.20604,1.87847,1.01774,0.29341,1.28645]",CORNER_PEAK
7,"[0.03928,0.84045,0.3033 ,0.50128,0.81106,0.50193,0.65947]","[1.11775,1.60948,0.72933,0.1235 ,0.84329,0.89271,1.68395]",CORNER_PEAK
7,"[0.64535,0.41389,0.13443,0.23054,0.3796 ,0.72243,0.13834]","[1.20766,0.39118,1.77826,1.22119,0.23703,1.86238,0.3023 ]",CORNER_PEAK
7,"[0.32646,0.66226,0.3823 ,0.81597,0.85678,0.61272,0.14001]","[2.33894,0.37208,0.0895 ,0.7371 ,1.18565,1.36032,0.91641]",CORNER_PEAK
7,"[0.65467,0.39772,0.41492,0.03098,0.56924,0.75218,0.8256 ]","[0.94614,0.83274,1.28892,0.47639,0.85935,1.22377,1.37269]",CORNER_PEAK
7,"[0.21829,0.50309,0.37163,0.57597,0.8197 ,0.88531,0.1159 ]","[0.09227,1.71275,1.30129,0.22316,0.74964,1.67011,1.25078]",CORNER_PEAK
7,"[0.47887,0.8185 ,0.08036,0.75178,0.03079,0.49531,0.14148]","[0.32624,0.97051,0.35678,1.49613,1.4654 ,1.24852,1.13642]",CORNER_PEAK
7,"[0.66128,0.21056,0.08946,0.38399,0.85779,0.24531,0.64991]","[1.67556,0.48638,0.50491,1.80884,1.61776,0.70191,0.20465]",CORNER_PEAK
7,"[0.32913,0.0976 ,0.81554,0.84454,0.89955,0.81798,0.88865]","[1.60289,1.55723,1.39447,1.03805,0.26819,1.12747,0.0117 ]",CORNER_PEAK
7,"[0.04221,0.63836,0.16319,0.09629,0.61636,0.97724,0.88947]","[0.285  ,1.58164,1.62662,0.51701,1.59317,1.2626 ,0.13396]",CORNER_PEAK
7,"[0.08879,0.89001,0.12884,0.69165,0.25603,0.38891,0.61653]","[1.4868 ,0.17401,0.92431,1.71384,0.65444,0.37566,1.67095]",CORNER_PEAK
7,"[0.57966,0.10506,0.657  ,0.92094,0.98065,0.04168,0.10332]","[0.69087,0.40522,2.56587,1.16211,0.37758,1.76013,0.03821]",CORNER_PEAK
7,"[0.48824,0.02897,0.07932,0.4052 ,0.4877 ,0.85671,0.81479]","[2.27266,1.03551,0.39018,0.3105 ,0.8759 ,0.29058,1.82468]",CORNER_PEAK
7,"[0.82768,0.12612,0.86666,0.47714,0.84328,0.23505,0.43753]","[1.26256,0.62502,0.57062,1.32434,1.61815,1.45472,0.14458]",CORNER_PEAK
7,"[0.08232,0.72675,0.12824,0.81642,0.60644,0.87521,0.80984]","[0.57676,0.93592,0.67196,0.67222,1.55365,1.32917,1.26033]",CORNER_PEAK
7,"[0.28672,0.41658,0.65561,0.80581,0.74072,0.97627,0.79048]","[0.06747,1.58059,2.07555,1.17027,1.30765,0.25772,0.54075]",CORNER_PEAK
7,"[0.48766,0.86321,0.24806,0.28253,0.31296,0.10401,0.83102]","[0.993  ,1.88544,1.07187,0.6878 ,1.29188,0.98529,0.08471]",CORNER_PEAK
7,"[0.70377,0.23821,0.65175,0.73949,0.63575,0.85314,0.52503]","[1.25931,1.23789,1.31707,1.42628,0.57207,1.01746,0.16992]",CORNER_PEAK
7,"[0.34896,0.53509,0.38406,0.14877,0.23465,0.05023,0.97057]","[0.28944,0.86561,0.25244,1.613  ,1.43061,0.89786,1.65104]",CORNER_PEAK
7,"[0.17887,0.94036,0.11344,0.24284,0.9043 ,0.39325,0.16623]","[0.77112,1.62143,1.95523,1.37905,0.56634,0.4034 ,0.30342]",CORNER_PEAK
7,"[0.13588,0.43114,0.90328,0.56711,0.13883,0.88323,0.58621]","[1.05161,0.0318 ,2.05734,2.0458 ,0.18904,1.5855 ,0.03891]",CORNER_PEAK
7,"[0.49966,0.51905,0.0759 ,0.2479 ,0.21297,0.48398,0.04948]","[0.2785 ,1.13302,1.71911,0.33015,1.57651,0.39675,1.56596]",CORNER_PEAK
7,"[0.50714,0.29269,0.24515,0.12087,0.69156,0.92072,0.07552]","[0.71067,1.28524,1.4474 ,0.8727 ,1.61043,1.01289,0.06067]",CORNER_PEAK
7,"[0.13822,0.65433,0.20422,0.15035,0.63833,0.09773,0.68478]","[1.59084,0.10484,0.09019,2.36358,1.69919,1.00799,0.14337]",CORNER_PEAK
7,"[0.78059,0.71259,0.33853,0.83749,0.88382,0.67481,0.98801]","[0.68889,0.87474,0.4983 ,0.85746,0.84145,1.48447,1.75469]",CORNER_PEAK
7,"[0.6332 ,0.40359,0.13113,0.38817,0.80767,0.9137 ,0.43866]","[1.33302,0.78052,1.40269,0.02672,0.57879,1.30134,1.57693]",CORNER_PEAK
7,"[0.82422,0.64485,0.19753,0.64914,0.65576,0.67388,0.27707]","[1.18854,0.83311,1.53124,0.11794,0.45858,1.54931,1.32129]",CORNER_PEAK
7,"[0.24865,0.22015,0.42161,0.98648,0.1422 ,0.33268,0.83477]","[1.30917,1.64997,0.90141,0.05609,0.16559,1.53368,1.3841 ]",CORNER_PEAK
7,"[0.54925,0.02718,0.43753,0.45199,0.15138,0.42039,0.78397]","[0.18565,1.50763,0.51861,1.96334,0.68949,0.70335,1.43193]",CORNER_PEAK
7,"[0.35565,0.17041,0.41144,0.00931,0.72548,0.87648,0.89066]","[0.98337,0.66192,1.13397,0.81592,1.38742,0.89623,1.12116]",CORNER_PEAK
7,"[0.92896,0.88048,0.50028,0.4029 ,0.53356,0.04027,0.21541]","[1.30321,1.06647,0.08449,1.53742,1.05903,1.36884,0.58054]",CORNER_PEAK
7,"[0.43208,0.01332,0.7471 ,0.44903,0.01294,0.80311,0.0619 ]","[1.06926,1.14399,0.32125,0.68724,2.21223,0.48515,1.08089]",CORNER_PEAK
7,"[0.67099,0.98625,0.57708,0.4306 ,0.85422,0.85186,0.67347]","[1.04404,1.42348,1.09053,0.57319,0.0768 ,1.2488 ,1.54316]",CORNER_PEAK
7,"[0.07632,0.57469,0.05205,0.12264,0.59521,0.70235,0.29085]","[1.53895,0.33191,0.13247,1.18505,1.69898,0.84568,1.26697]",CORNER_PEAK
7,"[0.14133,0.41064,0.59699,0.19678,0.99713,0.73181,0.96885]","[1.15459,1.25261,1.16291,1.41589,0.52796,1.42471,0.06133]",CORNER_PEAK
7,"[0.8987 ,0.27293,0.50277,0.03875,0.91367,0.92041,0.58024]","[1.65875,0.71777,1.75209,0.59147,0.8722 ,0.82271,0.58501]",CORNER_PEAK
7,"[0.89305,0.36574,0.32127,0.77958,0.84802,0.44802,0.12404]","[1.28842,1.70352,1.51861,1.02004,0.54343,0.27343,0.65254]",CORNER_PEAK
7,"[0.03949,0.1908 ,0.64071,0.92675,0.91476,0.85269,0.92997]","[1.15623,0.97564,0.08512,1.40508,1.72   ,1.34684,0.31108]",CORNER_PEAK
7,"[0.73584,0.40213,0.56101,0.49638,0.068  ,0.94637,0.28372]","[0.82426,0.81753,1.10247,1.25094,1.11277,0.65071,1.24131]",CORNER_PEAK
7,"[0.36353,0.17714,0.46816,0.53359,0.05466,0.93492,0.33723]","[1.51723,0.6588 ,2.10695,0.05194,1.48568,0.52104,0.65836]",CORNER_PEAK
7,"[0.818  ,0.10356,0.61116,0.20431,0.82918,0.4174 ,0.14765]","[1.3542 ,1.23013,1.06326,0.60057,1.34261,0.80047,0.60876]",CORNER_PEAK
7,"[0.3076 ,0.34238,0.82147,0.0271 ,0.86449,0.04295,0.98742]","[0.53228,0.20335,1.42311,0.96316,1.89636,0.07252,1.90921]",CORNER_PEAK
7,"[0.25011,0.93598,0.15106,0.92071,0.58649,0.24075,0.59227]","[0.66916,1.27354,0.28732,1.73379,1.11577,0.55682,1.36359]",CORNER_PEAK
7,"[0.0049 ,0.38957,0.48581,0.07883,0.81853,0.67514,0.91197]","[1.1107 ,1.89065,1.36607,0.78089,0.80662,0.50352,0.54155]",CORNER_PEAK
7,"[0.68713,0.44921,0.17412,0.44121,0.14691,0.55347,0.85151]","[0.33589,2.22866,1.22407,0.29513,0.18124,2.34764,0.38738]",CORNER_PEAK
7,"[0.67141,0.483  ,0.4991 ,0.56507,0.77607,0.62065,0.09974]","[1.02989,0.60257,0.32476,2.51762,1.63987,0.41898,0.46631]",CORNER_PEAK
7,"[0.15043,0.65805,0.40144,0.16249,0.65273,0.77059,0.71491]","[0.22448,0.59179,0.55775,1.57768,1.75489,0.65934,1.63406]",CORNER_PEAK
7,"[0.82458,0.84074,0.97542,0.22657,0.33652,0.72638,0.59814]","[1.37423,1.37581,1.01823,0.06902,1.28921,1.68183,0.19166]",CORNER_PEAK
7,"[0.35477,0.04008,0.31909,0.06391,0.11352,0.16913,0.11391]","[1.56042,0.54341,0.63336,0.66151,0.36577,1.7445 ,1.49104]",DISCONTINUOUS
7,"[0.38768,0.3815 ,0.55221,0.60348,0.71946,0.74066,0.75755]","[0.57258,1.7513 ,0.87743,1.4812 ,0.47263,0.33367,1.51118]",DISCONTINUOUS
7,"[0.24158,0.46043,0.07521,0.65715,0.26507,0.45549,0.53784]","[1.1824 ,0.8353 ,0.67339,0.52606,1.95181,0.77208,1.05895]",DISCONTINUOUS
7,"[0.9432 ,0.53535,0.94416,0.75421,0.15925,0.65945,0.07067]","[1.08521,0.84493,0.40361,0.27579,1.85294,1.65565,0.88187]",DISCONTINUOUS
7,"[0.09153,0.12852,0.56623,0.21298,0.40272,0.11832,0.86446]","[1.49803,2.3321 ,0.37949,0.68122,0.86605,0.05934,1.18377]",DISCONTINUOUS
7,"[0.70018,0.013  ,0.07532,0.50684,0.45129,0.44824,0.31177]","[1.60204,1.96988,0.74335,0.57366,0.91895,0.73071,0.4614 ]",DISCONTINUOUS
7,"[0.81179,0.81191,0.22703,0.12935,0.65425,0.18056,0.49783]","[0.81416,1.81308,1.53058,1.45764,0.46084,0.07637,0.84733]",DISCONTINUOUS
7,"[0.60263,0.61105,0.16832,0.4661 ,0.07536,0.50442,0.82546]","[0.21583,1.31062,0.20242,1.71852,1.46889,1.17869,0.90503]",DISCONTINUOUS
