dim,w,c,f_name
10,"[0.05354,0.05842,0.25018,0.00656,0.77588,0.9484 ,0.80266,0.80104,0.02967, 0.2997 ]","[0.99624,0.2935 ,1.22334,0.84244,1.0653 ,1.46244,0.90551,1.67599,0.74832, 0.78691]",ZHOU
10,"[0.10777,0.22831,0.23816,0.14172,0.27562,0.95901,0.05675,0.59519,0.37434, 0.82245]","[1.09945,1.48339,0.7315 ,1.64065,0.44776,0.10534,0.67266,1.8411 ,1.66388, 0.31427]",ZHOU
10,"[0.55188,0.13369,0.88114,0.77446,0.98664,0.44372,0.22732,0.40377,0.73419, 0.12173]","[0.28851,1.44672,0.17226,0.63631,1.7675 ,0.61839,0.40805,1.82179,0.92977, 1.9107 ]",ZHOU
10,"[0.44958,0.18859,0.03262,0.25278,0.23996,0.55305,0.13544,0.07472,0.81525, 0.83421]","[1.06034,0.97354,1.29111,1.21795,0.41656,1.15872,1.3352 ,0.39329,1.06639, 1.08691]",ZHOU
10,"[0.3528 ,0.1541 ,0.01152,0.37985,0.48486,0.47333,0.54658,0.96757,0.56351, 0.27285]","[1.54749,1.04543,0.33034,0.26525,0.13717,1.51755,0.47968,0.48661,2.09594, 2.09455]",ZHOU
10,"[0.24709,0.755  ,0.926  ,0.92861,0.84557,0.72403,0.59509,0.17389,0.50818, 0.71796]","[0.94786,1.29755,0.74526,1.03362,0.77299,1.75444,0.31936,1.33861,0.0349 , 1.7554 ]",ZHOU
10,"[0.83813,0.84608,0.71404,0.34946,0.31319,0.1672 ,0.746  ,0.40504,0.31375, 0.48362]","[0.44586,0.19308,0.14435,0.65877,0.09326,1.54794,2.07576,0.89441,1.60497, 2.3416 ]",ZHOU
10,"[0.14931,0.21502,0.89986,0.40726,0.63505,0.68863,0.95653,0.32108,0.46934, 0.53628]","[0.8282 ,0.7256 ,0.01854,2.69719,0.52822,1.04283,1.79442,0.54815,1.45803, 0.35882]",ZHOU
10,"[0.23064,0.58569,0.20843,0.65117,0.85378,0.4176 ,0.98345,0.90832,0.53962, 0.54933]","[0.48594,0.09225,1.63189,1.44896,0.17959,2.26914,1.15854,0.47178,0.42678, 1.83513]",ZHOU
10,"[0.63333,0.29491,0.10677,0.75306,0.86384,0.16689,0.54107,0.73946,0.34378, 0.39989]","[1.29388,0.09349,0.31637,0.43364,1.50658,1.40736,1.99289,0.28613,2.37459, 0.29507]",ZHOU
10,"[0.56537,0.15268,0.41223,0.93586,0.74057,0.85169,0.16762,0.30952,0.74375, 0.46576]","[0.46046,0.17577,1.30585,0.81199,2.01335,1.2131 ,1.6431 ,0.51291,1.11976, 0.74372]",ZHOU
10,"[0.9056 ,0.58216,0.08959,0.75966,0.49582,0.41319,0.42267,0.075  ,0.4553 , 0.18155]","[1.68706,0.13006,1.05986,0.34052,0.80352,1.80764,0.14552,1.39582,0.03767, 2.59233]",ZHOU
10,"[0.77838,0.79964,0.71429,0.6832 ,0.04839,0.41536,0.31959,0.992  ,0.61816, 0.82034]","[1.00505,0.98881,0.53916,0.34729,1.01606,1.6618 ,1.26801,1.55559,1.26066, 0.35757]",ZHOU
10,"[0.50445,0.81555,0.62145,0.67692,0.58768,0.40834,0.5134 ,0.59363,0.07419, 0.77631]","[2.03127,1.51112,0.79091,1.92726,0.26267,0.12511,1.77944,0.77208,0.44755, 0.3526 ]",ZHOU
10,"[0.4569 ,0.80353,0.57643,0.93538,0.74999,0.27479,0.0337 ,0.29129,0.27654, 0.656  ]","[0.84175,1.5784 ,1.59464,0.45318,1.00557,0.47743,1.60662,1.54536,0.89127, 0.00577]",ZHOU
10,"[0.84696,0.77856,0.79647,0.04512,0.5672 ,0.30262,0.05642,0.03565,0.61992, 0.96038]","[1.45139,0.13576,0.18913,0.71007,0.62493,1.29066,1.18406,0.19503,1.97668, 2.2423 ]",ZHOU
10,"[0.29234,0.38725,0.62343,0.92011,0.54296,0.24498,0.03113,0.50936,0.49554, 0.06644]","[0.91007,1.05946,0.76146,0.56119,1.29626,0.17723,1.34079,1.10122,1.35316, 1.43916]",ZHOU
10,"[0.37461,0.36848,0.58597,0.8044 ,0.79214,0.68399,0.56172,0.62233,0.02743, 0.82409]","[0.08633,1.32756,0.73653,0.70978,0.76106,1.37228,1.28205,1.20506,1.0187 , 1.50064]",ZHOU
10,"[0.41305,0.65609,0.21857,0.96939,0.53272,0.5338 ,0.3426 ,0.60861,0.62374, 0.61135]","[1.48976,0.44469,1.08705,0.86287,1.03257,0.45924,1.49461,1.38163,0.2908 , 1.45678]",ZHOU
10,"[0.29405,0.25103,0.61096,0.0901 ,0.46842,0.44249,0.36233,0.98901,0.77897, 0.60931]","[0.79   ,1.49241,1.48334,0.10916,0.23486,0.4968 ,0.19828,2.11983,1.41599, 1.65932]",ZHOU
10,"[0.94386,0.67319,0.87298,0.46737,0.73831,0.75349,0.27988,0.93511,0.08261, 0.73319]","[0.82882,0.41748,0.71491,1.88055,0.48559,1.19146,1.41752,1.51839,0.93177, 0.61352]",ZHOU
10,"[0.94729,0.52526,0.99609,0.46142,0.07537,0.05259,0.8333 ,0.38273,0.57433, 0.46821]","[2.22685,0.05196,0.45108,1.9457 ,0.67025,0.03504,0.77441,0.80408,0.84243, 2.19819]",ZHOU
10,"[0.21341,0.83904,0.73697,0.81534,0.56917,0.10658,0.89488,0.61816,0.19251, 0.15968]","[1.1109 ,0.52144,1.34556,0.74929,1.27382,1.3543 ,0.34001,1.04426,0.82427, 1.43616]",ZHOU
10,"[0.91815,0.83331,0.33363,0.26111,0.95164,0.12848,0.09258,0.37841,0.81399, 0.96217]","[0.08263,2.11075,2.15467,0.45742,0.80345,0.43843,0.27699,0.49187,1.38287, 1.80094]",ZHOU
10,"[0.42642,0.44202,0.96769,0.52215,0.37286,0.12566,0.57991,0.19604,0.46505, 0.12674]","[1.34644,0.42987,0.64535,1.38994,1.28312,0.90548,1.25953,0.20983,1.13967, 1.39076]",ZHOU
10,"[0.43382,0.72773,0.39067,0.39896,0.91165,0.3776 ,0.54094,0.66682,0.39714, 0.97081]","[0.76808,0.38506,0.7192 ,0.80276,1.68438,0.97877,0.03365,1.24661,1.69332, 1.68816]",ZHOU
10,"[0.47566,0.93473,0.10691,0.587  ,0.22711,0.48258,0.0613 ,0.99088,0.38588, 0.76841]","[1.06672,0.0493 ,1.12119,0.92365,1.77984,1.97883,0.51868,0.66876,1.86947, 0.02356]",ZHOU
10,"[0.83221,0.93733,0.74183,0.02315,0.38925,0.5444 ,0.14108,0.6532 ,0.54929, 0.19098]","[1.60312,1.74542,1.38294,0.01409,1.37185,0.07577,1.00518,0.48796,1.2121 , 1.10156]",ZHOU
10,"[0.86241,0.4926 ,0.3945 ,0.33886,0.36759,0.60408,0.04244,0.77909,0.30997, 0.34375]","[0.57016,0.57205,0.35933,1.23092,0.56379,2.04922,0.74806,1.81311,0.33261, 1.76075]",ZHOU
10,"[0.71925,0.06819,0.3997 ,0.19008,0.45055,0.35146,0.15222,0.08098,0.22519, 0.45846]","[0.29302,1.35768,0.28453,1.32618,0.56665,1.72313,0.67028,0.20212,1.88273, 1.69366]",ZHOU
10,"[0.90137,0.50389,0.78557,0.22877,0.85771,0.57373,0.42434,0.77969,0.43642, 0.65645]","[0.3099 ,1.07995,1.27109,1.09596,1.11923,1.21278,0.96324,1.09854,0.85532, 0.99399]",ZHOU
10,"[0.16508,0.3596 ,0.26316,0.37208,0.33909,0.80219,0.59057,0.98565,0.25819, 0.30893]","[0.31822,1.63687,1.61389,0.40481,1.31741,0.82246,0.50116,1.0088 ,1.20625, 1.17013]",ZHOU
10,"[0.09748,0.44378,0.12607,0.26042,0.76111,0.68938,0.26295,0.8956 ,0.47063, 0.67898]","[0.45974,0.97595,1.63145,1.49531,1.50068,0.89278,0.73673,0.73636,1.08659, 0.48441]",ZHOU
10,"[0.48553,0.66882,0.36109,0.74999,0.69399,0.83702,0.86475,0.70886,0.07078, 0.55556]","[0.44003,0.24594,1.75148,1.09237,0.22103,1.35052,1.45719,1.42703,1.20243, 0.81198]",ZHOU
10,"[0.43703,0.78929,0.17269,0.49331,0.04122,0.27828,0.86175,0.0012 ,0.54845, 0.8173 ]","[2.04244,1.23374,1.33152,1.6153 ,0.84189,0.46625,0.74111,0.16509,1.56029, 0.00238]",CONTINUOUS
10,"[0.17461,0.71049,0.00573,0.27893,0.25898,0.64501,0.01201,0.01467,0.38955, 0.00668]","[1.06356,1.32003,1.34603,1.18346,1.17966,1.00921,0.43863,0.57854,1.28709, 0.59378]",CONTINUOUS
10,"[0.811  ,0.60039,0.88015,0.69369,0.46892,0.82847,0.92232,0.32857,0.07133, 0.16333]","[0.82415,0.1732 ,0.5147 ,1.52053,1.27588,1.53669,1.09293,0.58424,0.91381, 1.56387]",CONTINUOUS
10,"[0.76196,0.64657,0.18904,0.33613,0.5834 ,0.48854,0.781  ,0.29645,0.2499 , 0.96079]","[1.62853,1.3721 ,0.73647,0.6127 ,1.22459,0.18144,1.47561,0.0905 ,1.49092, 1.18713]",CONTINUOUS
10,"[0.9738 ,0.49404,0.72646,0.10962,0.91097,0.51166,0.39199,0.21285,0.6696 , 0.2273 ]","[1.22732,0.50471,1.82338,0.21803,0.70904,0.84484,1.63667,1.95569,0.94736, 0.13296]",CONTINUOUS
10,"[0.83426,0.75625,0.86993,0.80628,0.12069,0.02802,0.22439,0.29354,0.30238, 0.6998 ]","[0.63116,0.50322,0.84419,2.06853,0.83094,1.09857,0.15476,2.01541,0.5895 , 1.26371]",CONTINUOUS
10,"[0.36004,0.91674,0.13135,0.67931,0.56058,0.9686 ,0.37232,0.44275,0.44212, 0.97856]","[1.154  ,0.8608 ,1.32814,0.83507,1.01478,1.29453,0.3084 ,1.20055,0.87022, 1.1335 ]",CONTINUOUS
10,"[0.70302,0.87665,0.6055 ,0.56634,0.76436,0.8468 ,0.29056,0.87078,0.88649, 0.81824]","[1.21918,0.93344,1.40767,1.00312,0.40021,1.3834 ,1.04124,1.26636,0.99308, 0.35229]",CONTINUOUS
10,"[0.11826,0.1331 ,0.59718,0.76122,0.17388,0.0021 ,0.38992,0.48527,0.86858, 0.79281]","[0.40753,1.17764,1.65594,1.95433,1.60635,1.5829 ,0.1342 ,0.42638,0.39567, 0.65905]",CONTINUOUS
10,"[0.5593 ,0.69138,0.3409 ,0.98073,0.25046,0.81508,0.9098 ,0.52897,0.47595, 0.44387]","[0.52426,0.90705,0.67154,0.85395,1.17056,1.27955,0.73205,1.26682,1.30977, 1.28445]",CONTINUOUS
10,"[0.51446,0.02537,0.45241,0.25768,0.5561 ,0.41658,0.97229,0.37022,0.77241, 0.52843]","[1.31275,0.21561,1.22272,0.70466,1.63635,1.28528,1.35276,1.04993,0.38005, 0.83989]",CONTINUOUS
10,"[0.32148,0.51236,0.15689,0.0143 ,0.88735,0.55598,0.82137,0.08423,0.80824, 0.52889]","[0.04367,1.52005,0.58244,0.11889,1.22411,1.26146,2.17053,0.53202,0.55613, 1.99069]",CONTINUOUS
10,"[0.03752,0.16104,0.96769,0.45662,0.01276,0.85105,0.31656,0.61034,0.05738, 0.46521]","[0.63032,1.65084,0.17727,1.37798,1.62834,0.99506,0.3183 ,0.77726,0.82381, 1.62081]",CONTINUOUS
10,"[0.97872,0.74571,0.63591,0.13657,0.03934,0.66772,0.35193,0.91679,0.21231, 0.10515]","[0.56345,0.99844,0.92523,2.2263 ,0.11401,0.13825,1.49701,0.39144,2.11782, 1.02804]",CONTINUOUS
10,"[0.95352,0.06005,0.96929,0.91318,0.24805,0.78401,0.9973 ,0.04216,0.4079 , 0.40845]","[0.04857,1.31658,0.97161,0.49839,0.8992 ,1.66725,1.20639,1.66334,0.62445, 1.10422]",CONTINUOUS
10,"[0.21009,0.96886,0.74406,0.37204,0.21906,0.45988,0.82903,0.79363,0.12342, 0.31258]","[1.11342,0.03779,1.38269,1.57712,0.89179,0.40574,0.97121,1.61124,1.51819, 0.49081]",CONTINUOUS
10,"[0.32951,0.52741,0.55823,0.48071,0.5191 ,0.07915,0.55953,0.76043,0.03942, 0.09693]","[0.18457,0.57169,1.74795,0.87464,2.05949,0.68477,0.63444,1.66928,0.28742, 1.28574]",CONTINUOUS
10,"[0.23414,0.22978,0.19719,0.2363 ,0.62165,0.50668,0.86049,0.18489,0.54855, 0.59596]","[1.61232,0.77486,1.84108,0.75684,0.93477,0.15676,1.76881,0.46366,1.38563, 0.30526]",CONTINUOUS
10,"[0.94513,0.87301,0.60133,0.53927,0.80056,0.31245,0.24483,0.20588,0.56991, 0.59121]","[2.04545,1.16144,0.6248 ,1.33464,0.11373,1.58116,1.61714,0.8441 ,0.27764, 0.3999 ]",CONTINUOUS
10,"[0.63478,0.68072,0.03565,0.30894,0.48199,0.30015,0.68981,0.71568,0.81011, 0.53893]","[0.28105,1.20896,0.26126,0.37718,1.51916,0.66264,1.42376,1.48958,1.4927 , 1.28371]",CONTINUOUS
10,"[0.33787,0.86031,0.57902,0.5946 ,0.81033,0.0918 ,0.92138,0.3017 ,0.85594, 0.83957]","[0.56275,1.5138 ,1.78547,0.07115,1.89585,1.08016,1.2173 ,0.01913,1.33906, 0.51535]",CONTINUOUS
10,"[0.35388,0.74538,0.98857,0.934  ,0.4158 ,0.34801,0.75821,0.75824,0.03152, 0.60957]","[2.01261,1.81847,0.44369,0.90036,1.73174,0.44383,0.27446,1.26361,1.0328 , 0.07842]",CONTINUOUS
10,"[0.81053,0.14766,0.8839 ,0.60198,0.50917,0.18506,0.64519,0.61835,0.2336 , 0.40462]","[1.42834,1.64689,0.05665,1.13666,1.50434,0.78447,0.79246,0.55422,1.27646, 0.81952]",CONTINUOUS
10,"[0.99492,0.69794,0.78481,0.58079,0.34856,0.21942,0.76217,0.41754,0.94628, 0.48598]","[0.74905,0.87686,1.64755,1.25388,0.3015 ,0.6083 ,0.82383,0.76252,1.15143, 1.82507]",CONTINUOUS
10,"[0.45964,0.18245,0.2863 ,0.96727,0.95383,0.92141,0.8894 ,0.05007,0.13951, 0.83823]","[0.89827,0.71523,0.29169,1.06644,1.71218,1.31729,0.25528,0.62255,1.7436 , 1.37746]",CONTINUOUS
10,"[0.71249,0.00131,0.50873,0.84571,0.44186,0.19307,0.8995 ,0.84321,0.42662, 0.14874]","[0.91556,0.57343,0.67579,1.35039,1.25308,1.09207,1.03083,0.1513 ,1.4887 , 1.46885]",CONTINUOUS
10,"[0.46908,0.25063,0.99183,0.1898 ,0.00159,0.32126,0.92903,0.45005,0.22968, 0.92987]","[1.5237 ,0.9706 ,0.68598,1.18066,0.24372,1.07503,1.33776,0.66382,0.87094, 1.44779]",CONTINUOUS
10,"[0.02106,0.69686,0.62363,0.92451,0.44907,0.23746,0.98828,0.6372 ,0.92815, 0.33262]","[0.78391,1.65131,0.49352,1.41513,0.02617,0.83106,1.75806,0.06977,1.69055, 1.28051]",CONTINUOUS
10,"[0.88831,0.20604,0.19145,0.48105,0.69642,0.93411,0.34584,0.61273,0.76134, 0.71672]","[1.39996,0.33502,1.84636,1.80291,1.0001 ,0.29541,1.63329,0.29687,0.04467, 1.3454 ]",CONTINUOUS
10,"[0.43672,0.05097,0.36192,0.89216,0.94644,0.52462,0.70708,0.83919,0.03442, 0.63451]","[0.52764,1.07714,1.88532,0.1113 ,1.0543 ,1.61834,1.65826,0.22228,0.32622, 1.5192 ]",CONTINUOUS
10,"[0.29158,0.53418,0.46304,0.51285,0.99282,0.03467,0.15222,0.1551 ,0.00955, 0.16081]","[1.97142,0.5687 ,0.21382,0.27381,0.96256,1.35943,1.16786,1.30303,1.78741, 0.39197]",CONTINUOUS
10,"[0.19277,0.93506,0.72434,0.08047,0.13296,0.46464,0.47316,0.15429,0.56129, 0.27779]","[0.09263,1.3061 ,1.03522,0.62286,1.2132 ,1.11528,1.73168,0.90526,1.50838, 0.4694 ]",CONTINUOUS
10,"[0.12538,0.25959,0.78198,0.32777,0.04732,0.30371,0.07418,0.6875 ,0.26398, 0.6151 ]","[1.19921,0.10092,2.00672,0.67056,0.28762,0.61538,1.61811,1.17564,0.55581, 1.77003]",CONTINUOUS
10,"[0.20622,0.32498,0.48497,0.50625,0.53285,0.10935,0.497  ,0.88413,0.74199, 0.78102]","[1.16286,0.54613,0.51336,1.8426 ,1.33671,1.47497,1.3116 ,0.35156,1.21675, 0.24348]",CONTINUOUS
10,"[0.77778,0.91771,0.62081,0.28109,0.66704,0.19691,0.4227 ,0.42285,0.18933, 0.93622]","[0.95624,0.48038,0.37058,1.23112,1.53958,1.31182,1.64238,0.6554 ,0.30266, 1.50984]",CONTINUOUS
10,"[0.04987,0.34157,0.76474,0.61889,0.85747,0.73292,0.13946,0.47901,0.64899, 0.32587]","[1.72449,0.67114,1.32109,1.63252,0.05464,1.66997,1.79641,0.57467,0.16559, 0.3895 ]",CONTINUOUS
10,"[0.01248,0.9202 ,0.56128,0.90745,0.89728,0.90534,0.64578,0.31189,0.46991, 0.93433]","[2.31003,1.11738,1.73468,1.23968,1.89477,1.08211,0.06304,0.03364,0.4526 , 0.07206]",CONTINUOUS
10,"[0.11869,0.21832,0.89498,0.30863,0.59155,0.08049,0.14718,0.09151,0.87256, 0.87164]","[0.75441,1.19827,0.71193,1.12392,1.10907,0.76612,1.1957 ,0.66775,1.22786, 1.24496]",CONTINUOUS
10,"[0.99699,0.10587,0.78014,0.71013,0.10452,0.72237,0.61478,0.35154,0.73274, 0.42828]","[0.57762,0.77747,1.24444,0.34171,1.03953,1.25137,0.88585,1.1154 ,1.35603, 1.41058]",CONTINUOUS
10,"[0.95777,0.05784,0.03052,0.86565,0.74185,0.44199,0.22341,0.51846,0.14778, 0.74239]","[0.63707,2.24515,0.27141,0.76002,0.8773 ,1.20118,0.98648,1.30975,1.32549, 0.38614]",CONTINUOUS
10,"[0.33721,0.48232,0.508  ,0.57947,0.59035,0.92412,0.26349,0.74381,0.32373, 0.21451]","[0.22363,1.8972 ,1.425  ,0.73099,1.0121 ,1.64146,0.50799,0.63862,0.86847, 1.05454]",CONTINUOUS
10,"[0.61862,0.07579,0.73333,0.77819,0.14115,0.37845,0.88807,0.37269,0.70616, 0.8517 ]","[1.18544,1.84974,0.60522,1.78774,1.52609,0.73122,0.29202,1.60155,0.17545, 0.24553]",CONTINUOUS
10,"[0.86687,0.25407,0.05687,0.99035,0.7723 ,0.32358,0.20169,0.72102,0.81245, 0.09436]","[2.20256,0.03711,1.3175 ,0.61434,1.20131,0.89629,2.2604 ,0.36726,0.6611 , 0.44213]",CONTINUOUS
10,"[0.92898,0.32419,0.93761,0.47445,0.30767,0.33093,0.51039,0.31575,0.88554, 0.15037]","[0.33527,1.46164,1.46688,1.54472,0.13817,0.55079,1.53635,0.87597,0.77956, 1.31064]",CONTINUOUS
10,"[0.93708,0.77398,0.87417,0.17497,0.2494 ,0.98697,0.13163,0.14701,0.41986, 0.2026 ]","[0.35368,1.06153,2.0155 ,2.0272 ,0.13686,0.65872,0.96386,1.59076,0.59947, 0.59243]",CONTINUOUS
10,"[0.3407 ,0.80739,0.98861,0.03068,0.04154,0.71723,0.53619,0.05894,0.11722, 0.40581]","[1.65058,0.75285,0.71345,0.26523,0.94723,1.48337,0.30139,1.12707,0.25345, 2.50539]",CONTINUOUS
10,"[0.13909,0.86191,0.20055,0.28034,0.50172,0.82286,0.16848,0.66826,0.50198, 0.61913]","[0.92273,1.61699,0.68891,0.82782,1.4122 ,0.54919,0.59662,1.55433,0.31735, 1.51387]",CONTINUOUS
10,"[0.92693,0.25145,0.83981,0.50904,0.76779,0.30313,0.62232,0.67096,0.20863, 0.75322]","[0.26125,1.81385,1.745  ,1.7905 ,2.0133 ,0.00406,1.69524,0.38549,0.23317, 0.05814]",CONTINUOUS
10,"[0.3572 ,0.01937,0.1851 ,0.06591,0.1599 ,0.84615,0.27326,0.36108,0.41242, 0.02534]","[0.23751,0.11289,1.63099,1.02777,1.5935 ,1.31061,1.28985,0.17156,1.11749, 1.50783]",CONTINUOUS
10,"[0.29281,0.72634,0.03027,0.65284,0.25922,0.07572,0.85607,0.85381,0.26586, 0.92868]","[0.77004,2.18774,2.24368,0.09351,1.30754,0.14139,1.55607,0.99792,0.40401, 0.2981 ]",CONTINUOUS
10,"[0.91861,0.04547,0.2808 ,0.9168 ,0.33993,0.97602,0.18647,0.20956,0.83345, 0.87356]","[0.5936 ,1.34079,1.48645,0.53949,1.14059,1.17559,0.76615,1.03402,0.75907, 1.16425]",CORNER_PEAK
10,"[0.43049,0.4077 ,0.18375,0.92856,0.9694 ,0.41507,0.34076,0.30285,0.77553, 0.0998 ]","[1.10895,0.46977,1.59722,0.38669,1.81036,0.02664,1.01807,0.67328,1.14663, 1.7624 ]",CORNER_PEAK
10,"[0.41386,0.8783 ,0.84118,0.33137,0.09646,0.51983,0.58691,0.77328,0.47259, 0.99265]","[1.05612,0.98694,1.113  ,1.40484,0.85134,0.58115,0.35531,0.88963,1.4194 , 1.34227]",CORNER_PEAK
10,"[0.98452,0.04798,0.95906,0.68966,0.82993,0.76468,0.94696,0.6022 ,0.70354, 0.30201]","[0.66583,1.32404,0.77429,1.60563,1.52287,0.1232 ,1.1457 ,0.80502,0.92229, 1.11112]",CORNER_PEAK
10,"[0.9555 ,0.2573 ,0.76691,0.01925,0.09265,0.56102,0.77082,0.87564,0.92424, 0.7589 ]","[1.91969,1.10959,0.73374,1.27857,1.04054,1.18304,0.47217,0.02811,0.8379 , 1.39665]",CORNER_PEAK
10,"[0.90865,0.91653,0.99853,0.20205,0.65061,0.71714,0.039  ,0.08892,0.00282, 0.39082]","[0.83529,0.61783,0.48111,1.44901,1.06998,0.93637,0.76872,0.82204,1.62829, 1.39137]",CORNER_PEAK
10,"[0.01869,0.69698,0.8278 ,0.40674,0.2832 ,0.31771,0.53571,0.90769,0.49122, 0.0071 ]","[1.11298,1.83351,0.50683,0.42366,0.58422,1.23081,1.44425,1.07506,1.31042, 0.47825]",CORNER_PEAK
10,"[0.38543,0.27682,0.77296,0.57769,0.91501,0.1848 ,0.65148,0.58105,0.74861, 0.28088]","[0.48938,0.57749,0.61898,0.70595,2.25492,0.63075,1.89067,1.32527,0.41925, 1.08735]",CORNER_PEAK
10,"[0.83942,0.56848,0.44679,0.67938,0.61672,0.82328,0.97666,0.44633,0.36369, 0.248  ]","[0.10499,0.31563,0.35102,1.79093,1.16848,1.30114,1.1754 ,0.59484,1.7495 , 1.44808]",CORNER_PEAK
10,"[0.05833,0.67795,0.59149,0.68633,0.56441,0.03837,0.42314,0.29254,0.89471, 0.60709]","[0.76019,1.72999,0.4247 ,0.62187,1.93794,0.80304,1.43518,1.14386,0.27048, 0.87275]",CORNER_PEAK
10,"[0.89595,0.18663,0.23774,0.73491,0.45761,0.3746 ,0.36178,0.89679,0.35974, 0.54248]","[1.75775,1.13552,1.07783,0.95772,1.05414,0.054  ,1.76941,0.81326,0.83761, 0.54276]",CORNER_PEAK
10,"[0.01029,0.39787,0.11794,0.25328,0.16174,0.43863,0.51481,0.10143,0.61086, 0.58246]","[1.04632,1.07973,0.57464,0.62006,1.93291,0.21806,0.67441,1.28462,1.15751, 1.41174]",CORNER_PEAK
10,"[0.99148,0.65826,0.28105,0.2339 ,0.50201,0.04763,0.02422,0.52581,0.61964, 0.82981]","[0.23095,1.9227 ,0.89565,1.4772 ,2.1463 ,0.28662,0.6418 ,0.88274,0.04346, 1.47259]",CORNER_PEAK
10,"[0.50325,0.30588,0.82773,0.58634,0.27574,0.55141,0.09271,0.86502,0.07065, 0.17289]","[2.15749,1.66919,0.32739,1.31647,0.23641,0.18539,0.14033,0.29825,1.79999, 1.8691 ]",CORNER_PEAK
10,"[0.78159,0.06222,0.06736,0.11979,0.35189,0.13763,0.12796,0.6218 ,0.67193, 0.83434]","[0.33233,0.81362,1.97225,1.38075,2.03444,0.85062,0.20072,0.41446,0.54589, 1.45492]",CORNER_PEAK
